자치구,행정동,당월_매출_금액,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,행정동_코드
강남구,청담동,338051485373,257288194571,80763290802,43740848500,52532745751,47070745199,55293606072,58650249049,54033845771,26729445031,8737512090,23561340917,94925106581,95170511457,90891657594,24765356734,1244719918,32459998306,83372058666,70748248402,57684396187,43311774043,11230780
강남구,압구정동,337150681821,249986417700,87164264121,44567819883,54317118406,47703604357,49896466123,53501408931,56210110157,30954153964,12335394441,27216982552,90492181213,90396106681,87186681830,29523335104,1075162407,40986377013,89459729087,74967053373,46129530220,35932930690,11230770
마포구,서교동,336161904162,225551653318,110610250844,40351835576,44014137704,41820349159,46250954772,53114376107,66304453269,44305797575,25398411241,14770310707,62190645513,72369154867,110521757304,50911624530,9925244613,115361590852,78218819704,46528357255,42865372384,19416732270,11140660
강남구,논현1동,326406482360,254995132582,71411349778,52637085759,52591211297,44554676197,47819390394,57392768935,47640297674,23771052104,13191393568,36880075139,88336600171,71871621104,81828076788,34298715590,1205195870,45964441479,77103355111,65788592265,52015786234,45190804823,11230520
강남구,역삼1동,318603314578,271010569754,47592744824,53459683057,56646801762,49240869223,52403293815,59259921897,31106557494,16486187330,11733157864,35617730873,98418583929,58628646522,81444010952,32761184438,751610248,33095767148,71985409456,58135765005,46699423427,37239511602,11230640
영등포구,여의동,309872246896,268766023986,41106222910,52155443588,56867955062,48266468265,56405250944,55070906127,26028166808,15078056102,6517728983,29827018034,104762229471,46703260121,86974573746,35087436541,663650437,25420226264,58606210587,50499154966,41758502514,29139022054,11190540
송파구,잠실6동,309302469367,199347810733,109954658634,38628904173,41048793359,38910732132,37636319587,43123061482,59708819012,50245839622,205551061,11778586939,79881691232,96227445853,106887454271,14321740011,2154240214,50997129515,92614790659,74135154398,46515217836,32802904380,11240770
중구,광희동,295777601355,224936549024,70841052331,38042444929,48838544563,44835744655,45742076091,47477738786,44275886508,26565165823,10159425206,40087203022,76343498943,80227170795,69291485998,19668817391,2922012971,33465650637,48534683527,52503682744,51263939269,68802720034,11020590
중구,명동,275730394544,218562340066,57168054478,41683802750,46472685506,40532596936,43402738772,46470516102,33456502257,23711552221,2026186706,17518484584,89757732523,60717041984,83174119876,22536828871,2160210044,34920915406,55892589771,49474156819,44629334221,29021536306,11020550
강남구,신사동,245386878513,192370403440,53016475073,40524853875,41436586946,31394547822,34033536120,44980878677,38471259587,14545215486,5851529091,32404673042,63215896468,62940897138,60360867804,20613014970,1417318258,32740163632,51809555896,57715274120,47393810245,29246899822,11210680
강남구,신사동,245386878513,192370403440,53016475073,40524853875,41436586946,31394547822,34033536120,44980878677,38471259587,14545215486,5851529091,32404673042,63215896468,62940897138,60360867804,20613014970,1417318258,32740163632,51809555896,57715274120,47393810245,29246899822,11230510
송파구,잠실본동,229861039142,175021390765,54839648377,36149122923,36834643176,31428140855,31692940449,38916543362,37457606173,17382042204,8384082811,22605105146,52552215154,56727041543,68014300894,21578293594,1306021849,20780242338,40968241451,72467875481,46035237646,32276542924,11240710
영등포구,영등포동,229426858545,165610473880,63816384665,29747374932,32046386903,34033997975,34016503735,35766210335,37411430153,26404954512,9298174745,24793401055,47368040781,58957172612,65045620235,23964449117,940505136,31651490717,48468473769,34485540608,34974422432,44198316883,11190740
중구,회현동,216677942692,180219275675,36458667017,32468330674,39759533906,40382337611,32760931007,34848142477,31314269680,5144397337,1923896074,36503278059,80659017568,63580868158,28279889911,5730992922,214347701,7261483352,25303889763,33212242760,32820041159,85617578598,11020540
금천구,독산1동,210146931621,171518040246,38628891375,30187694943,38880652865,29151241234,35529427098,37769024106,25170786448,13458104927,3454974794,44046963988,69977105026,66957534054,19931093498,5779260261,141762276,7039139643,31024598247,38145471157,40723635120,88253031396,11180520
중구,을지로동,207850824040,183557682546,24293141494,30155271879,47650145086,37203133835,29656717608,38892414138,17023382049,7269759445,2357854344,26051061967,70940089027,62962596344,32401522199,13137700159,441858726,15063392255,26022452363,32941280196,32920542273,48125742923,11020600
용산구,이태원1동,200678765137,114958407299,85720357838,17441827449,21673733880,23496527246,22350434404,29995884320,47101242026,38619115812,30168919310,8424830525,32243622474,41754137469,57536132984,30551122375,1533388873,52709657916,64220144862,29211041338,22522771065,16292113636,11030650
구로구,구로2동,175707659536,163594604164,12113055372,44452541408,31720249644,25910866866,34160544214,27350402032,7874786336,4238269036,1085359091,33121032508,53478266160,65484809538,18922149418,3616042821,133607209,3158016527,14707255679,29192611330,56071970732,32591590128,11170710
강남구,삼성2동,169253702301,146599501536,22654200765,28191459438,30386561837,27506396829,30150551120,30364532312,14951764408,7702436357,6621702742,13147611223,54560487599,25287678004,45481255225,24154967508,305766086,13465785513,31565951963,31592955656,24493779492,17949718577,11230590
강남구,삼성1동,168470171765,120125251100,48344920665,20879307719,24689997239,23542533820,24099424918,26913987404,27549372210,20795548455,615136325,8515351453,48598515018,45471873126,55441721280,9827574563,837529166,19418645259,37079916237,33044270804,24037241703,20844886142,11230580
강동구,천호2동,165830822606,125932448387,39898374219,26430664512,25530263006,24697046442,22970918888,26303555539,24788049992,15110324227,5722788539,17337871272,45696206145,40583931419,43024988489,13465036742,583321129,18268837229,30957004894,27633347392,34242382018,46219643508,11250730
구로구,구로3동,162608231184,138568496417,24039734767,25875191926,29644424987,26567681952,26156516080,30324681472,14008851779,10030882988,6486461897,16600451619,51510622883,31390845630,39692827969,16927021186,366000335,21508969154,38046168029,33449303174,22179429514,11593422019,11170540
강남구,대치2동,160880797359,131778416416,29102380943,26009660959,32913649259,24797231208,23927136622,24130738368,16072601705,13029779238,522915266,19203549019,48470607566,36738684395,48861167701,7083873412,477247475,12395207802,28741817379,41505541710,36094383780,23716018599,11230790
서초구,서초1동,160407242722,136167300157,24239942565,27019470485,28192566204,25253437230,25607201669,30094624569,16758321363,7481621202,3911931444,15179469798,50458579631,32970751502,42724514910,15161995437,546219401,11242369387,25897430561,28884847110,30156892269,25277207683,11220510
서초구,반포4동,157668975582,122658532171,35010443411,26103670960,26585546507,21703463034,22180379726,26085471944,23614462210,11395981201,1705348869,17957181112,36660341994,42906441989,47213133698,11226527920,674216989,4863252801,16962148800,66016916499,35660646168,24098730152,11220600
영등포구,당산1동,155490873141,125528959056,29961914085,26567741221,30489972658,21975908676,21511271133,24984065368,19291603823,10670310262,11719119237,31178793538,39554651102,31520713654,29177402752,12340192858,181857454,9900094013,24591971171,23341279688,31540770323,41624617289,11190550
서초구,잠원동,152476263159,126312315671,26163947488,24934171985,27805063570,17869072366,23061171049,32642836701,20705315914,5458631574,4543443358,22112545927,44264869310,33238237358,34341963140,13975204066,646202394,23159661241,35901879313,31643881206,28406461426,14414278888,11220550
서대문구,신촌동,151383255526,117170981901,34212273625,23081379738,25756521256,21739720402,21668397216,24924963289,21548980463,12663293162,6516727390,12155499570,38604911913,33058190179,45325318622,15722607852,2657609112,43018222964,28978137353,21499800516,25578386302,20968882062,11130750
강서구,발산1동,148831573939,101405848532,47425725407,18200765343,22315373834,18711946985,19847655317,22330107053,31613577175,15812148232,5029219522,34378146965,34407484672,40728653832,31838042793,2450026155,228864212,5358882680,14916972606,28293656745,33046458132,49872166356,11160670
노원구,상계2동,147301528682,110152234078,37149294604,22250660936,23364461355,19204664838,19677814643,25654632306,24864745224,12284549380,8074117822,15197271628,34938985893,32384530834,41709742102,14996880403,1610905954,21224877256,28222339262,30465076218,34082916061,24793697374,11110660
서초구,양재2동,144548175794,123642152548,20906023246,25485079145,26817964949,21771261965,24706241872,24861604617,12638008257,8268014989,2602673641,21031491340,49895588152,30624283475,31424717667,8969421519,303850642,7831908191,18667165797,23797928417,24097286169,26016423202,11220670
동대문구,장안1동,140672273742,122010284079,18661989663,27297839585,26135374007,15471557474,25933654513,27171858500,11804770558,6857219105,5417711771,24555683986,42173881489,38766711228,22472827650,7285457618,163987526,5256261753,18647195015,30185544064,31509666066,47865114163,11060870
강북구,수유3동,140189787489,103607596826,36582190663,20361435357,21279213732,18877095876,19297379158,23792472703,22030252910,14551937753,11980642653,12708221463,28144853093,28622529723,41012565463,17720975094,889936627,19453855749,26943759384,28063277777,31249664158,28855393667,11090650
강남구,논현2동,138731317700,107727134676,31004183024,20485245399,22741393515,19506293247,20985086712,24009115803,19399088384,11605094640,3459824221,10630362632,40067967054,32106065021,39963535588,12503563184,375978446,16496339088,35145737569,31280909838,19269017482,14061184263,11230530
영등포구,대림3동,130119032133,114666952417,15452079716,27378273744,25179117925,17080926106,19769300975,25259333667,9447266834,6004812882,3696852791,15516550064,49478826400,37911281911,17769893453,5745627514,98215968,2877020609,15978929248,30238209627,40869407752,34540348391,11190720
광진구,구의3동,130019184860,93654392093,36364792767,19095592078,16494407361,17648372296,18626327921,21789692437,21981368463,14383424304,1035482996,11045230232,29910960363,43009957745,40702760487,4314793037,501597166,8260754752,17090490773,39797310612,26268013908,18334916806,11050620
영등포구,문래동,129573430908,110432147145,19141283763,25208939161,24814216686,19793172082,22790469596,17825349620,14404509010,4736774753,7790319306,50390242319,24652159438,20198018744,18096860935,8445830166,115539411,9984264715,18040965947,19058775952,22157735854,21171519440,11190760
서초구,서초3동,128950176451,108859365957,20090810494,21743868683,20043066368,25945663593,20448303851,20678463462,12928740699,7162069795,2215586590,14318348481,47507203014,26370007131,30212997501,8326033734,522285270,7208413074,20169923500,24375333613,24291316834,21643151001,11220530
종로구,사직동,127584574545,101649798017,25934776528,18521843575,21550961117,19620700048,20854917155,21101376122,15653340292,10281436236,1985113649,9597996868,41977215624,22810140975,39246013161,11968094268,485614849,15019897727,24467367628,21907917231,19401889456,16492978399,11010530
송파구,문정2동,127158931294,107186275874,19972655420,23770872465,21643391740,21245178762,20400449539,20126383368,12351383758,7621271662,815700957,14477637548,43066190642,32938479164,29390650129,6470272854,237986354,7378623232,23844931679,25189645688,27602600671,24070413291,11240690
양천구,목1동,120856486658,89971546425,30884940233,18030048595,18824151920,16546319182,16858516761,19712509967,19806630485,11078309748,2906535493,12313182451,23275421850,29249771501,40210130218,12901445145,1017338190,5145801941,12048808034,56654423186,28325428969,9724496301,11150510
동작구,사당2동,107619164478,81688050313,25931114165,16609105683,18296979571,14163479561,13872535677,18745949821,17482446026,8448668139,2479493023,9254316758,27517124187,26030404903,33029134097,9308691510,492930236,11619968459,19037898257,20177529698,22981144318,29167034150,11200730
동대문구,장안2동,107405821810,83543437208,23862384602,18199751099,19477191610,13903124049,13605734430,18357636020,14138454502,9723930100,3716386307,14765561286,31328695726,26017348918,24469931426,7107898147,275161428,4543249033,12452439323,25550558116,32728249118,26049013247,11060880
동대문구,용신동,106012894740,81623846398,24389048342,16192381700,18685998241,13664107245,14639071540,18442287672,15983439065,8405609277,6847406970,27985516305,27522392344,21012416840,17657892699,4987269582,136409151,4855632907,12717629355,16991855204,22901769819,44043284141,11060810
강서구,가양1동,104603046581,85586433771,19016612810,14458669736,21590073004,16089025142,17132585093,16316080796,11211303274,7805309536,2953429153,5377077228,33888770838,16529015381,33934242333,11920511648,335457724,10916176053,23058205284,19981029408,14848900195,9177420203,11160751
성동구,성수2가3동,103460024438,82373028567,21086995871,16231604360,16902080634,14815152978,17859687774,16564502821,13227524242,7859471629,1694353268,12458257910,29919246145,24622032580,27943578120,6822556415,809837442,17226364887,20569899652,16132570306,14261189443,13891833077,11040680
관악구,청룡동,102318257330,75707149504,26611107826,15201920133,15656191190,13384532110,14423210637,17041295434,16095438800,10515669026,3987459230,7855005647,21326510483,24853447856,33094967861,11200866253,643092210,19179272616,22462973874,15620381448,20210594893,19412266814,11210800
종로구,종로5?6가동,101988786074,80530915770,21457870304,15752333931,18094813304,15001530219,14883777565,16798460751,14446924572,7010945732,832464736,11701802812,34709955679,30213535063,20648895263,3882132521,124122089,6931629603,12975432290,13425660680,19414211988,34817636889,11010630
광진구,화양동,101842515480,71643623677,30198891803,13167606952,14511616009,14226044318,13781587654,15956768744,17861303129,12337588674,8436891528,4620778503,17341843818,18172070519,35705966462,17564964650,2891943094,36074358515,22567157777,12762075127,13402512126,7552983413,11050530
강서구,화곡1동,98151100055,71860538830,26290561225,14511205210,15671870269,12880601785,12821718573,15975142993,16297820045,9992741180,9596146023,10583413861,18112775546,18713967989,27199415236,13945381400,398772825,13157596372,21716375090,21089669998,19522497252,20313615191,11160730
강동구,길동,97843663519,73754380824,24089282695,14361337643,15978537589,13253681833,14398392049,15762431710,15553181520,8536101175,5408510761,12393125494,25046181190,21980070167,24549182433,8466593474,212786891,6708891407,15296683362,18468907563,22123548938,29461884713,11250740
송파구,석촌동,96711372505,76951189933,19760182572,15728045476,15288980208,16040472866,12203678085,17690013298,12513816833,7246365739,2583998792,8821801722,24741097411,26674951229,25423456858,8466066493,290243154,6221299618,14753950615,26053203967,21463283508,21753021158,11240630
송파구,가락본동,93016678719,71623102646,21393576073,15122904446,14613427408,12766194718,13010938696,16109637378,13089498142,8304077931,4006471621,9186473080,23135132001,21531584832,26731843256,8425173929,225365425,6444252335,16316511633,18160371381,20498218929,21130783863,11240650
양천구,신정4동,90849848956,67720471683,23129377273,13968797142,14707062173,12203030520,12062266779,14779315069,15026987811,8102389462,3185943365,9574203771,20897499404,21059785852,27083309472,9049107092,503971905,7200716618,14320322793,22841180683,21653993801,21702559537,11150720
광진구,군자동,86722971757,66345779326,20377192431,13207028765,13336590666,12852375121,11741671051,15208113723,12491218210,7885974221,4685744828,7364879790,19336041771,17437846822,25666493806,12231964740,435794540,13797969438,17379176303,13518835383,19713209388,15747309074,11050540
마포구,연남동,84291847874,58380593973,25911253901,10492994119,12566336734,11078083417,11024262299,13218917404,15759524801,10151729100,3725779267,5192341965,16070728096,17708971474,29329003712,12265023360,1614281181,26059838785,20793679459,11811924622,11663678350,5450641785,11140710
구로구,구로5동,83694661717,63436527802,20258133915,12223022211,11572152047,11938126997,12987105325,14716121222,13277601472,6980532443,2617002685,7162659196,21514642248,18281245543,25217275000,8901837045,219849929,9974333969,18428625586,15526630237,17649665289,13695362625,11170560
종로구,창신1동,82356733299,63283676277,19073057022,13400974926,14449316133,13565658696,10515851118,11351875404,12231023263,6842033759,1023791786,11498432083,26457446796,27648089392,13503172047,2225801195,268653234,4510362300,10614158969,11893332579,13468449094,22369736804,11010670
서초구,도곡1동,79703968418,67938110430,11765857988,13767118300,14051898095,11818537903,13461569139,14838986993,8532547591,3233310397,1073244991,6543752973,24561711224,16576368046,23161201168,7787690016,144231683,5747540214,12683130891,11780176975,12308291878,13544311322,11230660
강동구,명일2동,79554706952,60642963572,18911743380,12486149779,13857554847,10092943474,10856355753,13349959719,12464946875,6446796505,1004331461,8909149220,17716291105,19988003643,26466760142,5470171381,901702150,3180570747,8487904093,37857641026,17855594306,9888262703,11250540
성동구,성수2가1동,79207790085,56982095095,22225694990,9531231532,13279770992,10238644784,12199887181,11732560606,12345245480,9880449510,1270934849,4181909876,21809901044,22718030355,24247051414,4979962547,872192060,16705198660,16312454974,11685068209,15731153365,9273117762,11040670
중구,신당동,78843433227,61753707415,17089725812,9964787221,17772216729,10671182883,11543000763,11802519819,9276020819,7813704993,7308725557,7690593871,21399830716,16997772240,14793049140,10653461703,338421613,7699899859,12465808852,13786749146,16429021863,20015462036,11020690
관악구,신림동,78774583559,56308949022,22465634537,11000267293,11891326893,10747566625,10524163393,12145624818,13083675856,9381958681,6335151348,6966929629,13742288308,15250653986,25550793910,10928766378,597198573,17825165221,21850996853,12702541869,12555772729,11460351336,11210690
서초구,양재1동,77243177868,63746504637,13496673231,13912465399,12921211984,13921767375,11887702472,11103357407,7623977513,5872695718,1123098528,4983833346,28113443616,21976320523,15679118368,5367363487,59503638,3743627423,20687471706,14762171889,13200663472,11663722466,11220660
송파구,송파1동,76606025457,58480597618,18125427839,11633732968,11507135660,11213257881,11293461805,12833009304,11725449985,6399977854,1716158455,8545027172,19810552196,17377033776,22168274874,6988978984,391009862,9837787276,17697898893,13690542267,14363296793,13462196011,11240610
마포구,도화동,73970895535,56399151374,17571744161,9126810268,12725607189,10372234246,10493140095,13681359576,11691035016,5880709145,2084304061,5364968682,20009481128,12531705072,23460754873,10519681719,150510293,5461672713,14151330688,13304773971,14803297667,13690664474,11140750
종로구,혜화동,71287300604,48693823566,22593477038,8181649531,9898542693,10047167734,9622905308,10943558300,12925429492,9668047546,3005079344,2514055179,15504917618,12947323030,26670177094,10645748339,1850446773,20226272375,14456694194,10638202812,11470877133,5644902166,11010730
금천구,시흥1동,69820620894,52396323409,17424297485,10781314326,11133421863,9227467693,10088580879,11165538648,11425691056,5998606429,1556491707,8404505825,17277443325,18601502533,19015829016,4964848488,189801038,3724924526,8521491641,11936302814,17594606939,24658971154,11180570
서초구,방배2동,69408087242,49301507530,20106579712,8434899324,10062259917,8858470953,9629930792,12315946544,13380902554,6725677158,2973393175,4635876389,10973612648,10772932903,25682596427,14369675700,325782276,11155445377,16741855017,9576375137,10729932511,13242183966,11220630
강동구,성내3동,68136113473,51175314780,16960798693,10204443651,11613850138,9343557313,9077810995,10935652683,10382563733,6578234960,1282606755,7196512350,16845690888,16524342671,21485396803,4801564006,316262064,4067585281,8801798067,14944474710,16530548446,18371142088,11250670
마포구,상암동,67158773321,57584680630,9574092691,11309029835,12149630167,10699896069,11616942157,11809182402,6248494271,3325598420,2097447834,5505409066,23339745328,9878479115,18622580702,7715111276,208916072,7338081459,15065332302,12785540164,8735770447,3449033095,11140740
강남구,대치1동,64208934731,51514734624,12694200107,11731998366,12047103467,8080029436,8776164016,10879439339,8941195802,3753004305,368768220,7606042903,15182442329,18617691494,18844903685,3589086100,433263717,1834842731,5133367880,30437003577,14751239550,9541721126,11230600
서초구,방배1동,63492479071,50922519771,12569959300,10514248406,10225311245,9071193555,9231410004,11880356561,9223392009,3346567291,1168075948,7862666128,17932691652,16488470288,16413319949,3627255106,481286815,5178570324,11286104673,16812920546,14887388082,11354461140,11220620
광진구,구의1동,63299586298,48732074184,14567512114,10150253039,10043451442,8848913954,9371439574,10318016175,9712430218,4855081896,3407560393,7415154186,14614818275,11657251897,18448113486,7756688061,201307675,6879446086,12098838911,11785270499,13817092769,13526436401,11050600
성북구,동선동,62911829960,44961130795,17950699165,8782929972,9653636835,8683018452,7966200335,9875345201,10884524404,7066174761,3995112846,3458689555,12074246894,12367486525,22306835708,8709458432,1587060615,15336652729,12269008850,12250939064,12695173587,7163270844,11080830
금천구,독산3동,62322310924,48532566732,13789744192,7310684900,10974005556,6067968161,9532378633,14647529482,8067997508,5721746684,1120232559,9820465429,23695394290,12179425846,12799005303,2707787497,59645402,2173309599,6350115446,18541812613,12265499617,21070202390,11180540
동대문구,전농1동,62174295615,44452904711,17721390904,8366293940,9876535731,7509053832,8911052760,9789968448,10484836086,7236554818,1103679811,7223941706,15081676402,16795429209,17699718352,4269850135,278983931,6857212513,10164587411,10979183111,13555293077,18699405083,11060830
용산구,한남동,62100709697,45107585462,16993124235,8263451315,9507663841,8006097478,9456000419,9874372409,10531221338,6461902897,4105395391,3342896880,11507828506,11914603879,19898451348,11331533693,269005736,10784336966,15347898038,8955144068,8164346513,6569845289,11030740
동작구,대방동,59647427338,45662902030,13984525308,9969770480,9962600371,7826550331,7978960124,9925020724,9431321809,4553203499,1362104622,5937598332,13156407509,13292178430,20489138666,5409999779,319171860,5056683901,9526287652,16812417328,14141437084,10546112048,11200680
성북구,삼선동,59028847866,46259891330,12768956536,10308416934,9739415199,7919416868,8304715988,9987926341,8533724075,4235232461,940759954,7187755828,15482475748,14195854953,17178666232,4043335151,250839480,5366511448,8659762486,12024778378,13642021853,16570843709,11080820
은평구,불광1동,58803412216,45440672571,13362739645,9965931476,10335383466,7415452129,8196517798,9527387702,9576464952,3786274693,1435424358,6988471305,15082229383,15722022341,16004006175,3571258654,218359448,5773089769,9517763750,9729083811,13340272227,18348007745,11120520
용산구,남영동,57723221745,45596966547,12126255198,8911671512,9353743628,8353704804,8924291979,10053554624,7900980769,4225274429,2550612782,2724032395,13482856323,6565736853,20968002834,11431980558,339196122,9304975325,13219748600,8455715249,8480982584,5485717040,11030530
성동구,성수1가2동,57645618460,44457635496,13187982964,9928217814,7912258561,8028114714,8563789438,10025254969,7812659309,5375323655,872271549,3976274347,19926154155,13168934932,14892973672,4809009805,215910125,7679544854,12652843988,10396557428,8613613056,9348080390,11040660
구로구,구로4동,53950932870,39374439849,14576493021,8269610972,8238979514,7361164622,7422014723,8082670018,8188192375,6388300646,887770886,7696035638,15048898988,15138422686,12612419701,2567384971,107755666,1623526830,5997883573,9676525163,15193397366,19449452792,11170550
강북구,송중동,53294214889,36822728812,16471486077,6649449350,7737413403,6459539615,6884848251,9091478193,10546448055,5925038022,3225467357,4156812994,10784689707,11890659532,16883537311,6353047988,448537088,7659625507,10005198071,12359076543,12397672396,9568091663,11090710
노원구,중계2?3동,53003296177,38252177089,14751119088,6107929083,10586789333,7709275657,7530192880,6317990136,8689453548,6061665540,317610693,4183888859,17983636229,15969475664,13232262935,1316421797,332617815,2505520616,6470840873,12972294516,15033070107,14493879727,11110780
용산구,원효로1동,52783581095,50454164246,2329416849,9073381819,14722115833,8836981187,10804455698,7017229709,1366667337,962749512,333023376,6448083090,19035671443,15646174116,9386744463,1933884607,164180179,3226533832,7232775691,7039951859,8140411971,4978704754,11030720
송파구,방이1동,52740823777,40594309977,12146513800,8025300315,8165755473,7313039217,7597292102,9492922870,7818028567,4328485233,1350951903,6371139159,11263244847,13112218441,15795697489,4847571938,191867780,2274786009,8337020487,18371979820,11624156215,7909498835,11240570
중구,다산동,52586026418,41104220057,11481806361,8168535117,8621880540,7242654984,7876277741,9194871675,7652451356,3829355005,1285640553,4985804147,13197801703,13691524474,15602942548,3822312993,149578412,5712681128,11620621396,8798642381,11254748864,11917646944,11020700
성동구,행당1동,52438072761,40366706646,12071366115,8281943043,8380552815,6798147851,7658892561,9247170376,7990996140,4080369975,1467006696,4918139679,12492687917,11272224587,16857392449,5430621433,504788705,8384275416,9662953870,8808165432,9971646759,8919504826,11040560
강동구,명일1동,52018853394,39366997317,12651856077,8225338876,8220265222,6911456221,6909314501,9100622497,8126704544,4525151533,827949057,6907179116,12684139948,13368057445,14829256512,3402271316,202799042,2441044594,7265589620,13528797087,12583209760,14778856528,11250530
영등포구,당산2동,51984802628,41195707079,10789095549,8217570229,8491648178,7336373312,7658584099,9491531261,7513919186,3275176363,1168505188,4849578825,12915709092,9039281537,17630879693,6380848293,157293148,6492226451,12406027626,10368487477,8850592254,7876221963,11190560
은평구,갈현2동,51888992422,40246284776,11642707646,7157983981,9821174407,7275115171,7532452688,8459558529,7855463154,3787244492,965015805,11030186461,11561037275,12280520496,12831722237,3220510148,278071555,2720687172,4927212768,12504992052,13482275366,16355919013,11120560
중구,필동,51640408713,46014229178,5626179535,11966225691,8559611328,7412401272,7933912489,10142078398,3758514518,1867665017,1418616066,3605665161,14262285872,14181008704,13151278961,5021553949,350585010,5591363396,6287620645,5619703167,8187048317,15166212855,11020570
중랑구,상봉2동,51288748451,35732881781,15555866670,6559830469,6888964304,6850705728,6512954131,8920427149,9408091571,6147775099,4757492520,3671078306,8817655254,8237243137,16773828146,9031451088,344738926,9037429394,13708119731,8534438880,8562583947,9813549599,11070600
중랑구,면목3?8동,50702757766,39292833678,11409924088,8419880025,8565498619,6893234611,7019774193,8394446230,7556054041,3853870047,1695140451,7330331602,12587766720,12219484882,12939199759,3930834352,335735065,4355881922,7319257128,8797498224,11649149467,17188784078,11070720
강남구,수서동,50537279023,43024100352,7513178671,9814867936,8683142404,6708426588,8683457182,9134206242,4734019924,2779158747,603139970,9104337439,13970829613,11375093412,12714772025,2769106564,241071156,3735838364,10822942917,9777673664,11355521948,10894122858,11230750
노원구,공릉1동,50194244959,36857517387,13336727572,7441881859,7705538804,7103463747,6790923371,7815709606,7774142613,5562584959,1967100433,4343441606,12058632757,12397839663,14969280678,4457949822,220797802,4546168935,7119142105,9546185022,12464368917,13008064903,11110790
마포구,망원1동,49962271819,37153395955,12808875864,7382885051,7979795647,6315011309,6853978917,8621725031,7962226784,4846649080,1570247394,5490182766,11613259428,12206214646,14768392518,4313975067,202738056,7160420090,11864554948,9215711039,9810080849,9370150389,11140690
도봉구,창5동,49446525359,38866532405,10579992954,8053552379,8691792195,6467808448,7218871518,8434507865,7276117905,3303875049,1199119386,7100800150,12306018030,11795985107,13629983272,3414619414,323290959,3769086698,7445333658,11418021399,11959127314,13220580901,11100630
