자치구,행정동,당월_매출_금액,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,행정동_코드
중랑구,면목본동,49265848150,36136667808,13129180342,7051223948,7514839431,6120057395,6807739340,8642807694,7703121565,5426058777,1680498182,6300369015,10253494219,11762566283,15302923071,3965997380,209741903,3355163702,6700271998,6702879807,12215481547,18832439262,11070710
영등포구,영등포본동,49205528371,31593664633,17611863738,5829843249,7223729710,5318583595,6137155669,7084352410,9197194603,8414669135,406031197,5958190444,11318873452,12610962958,15916028081,2995442239,381652861,8408555913,10439570305,8694979147,9719360504,10408164233,11190730
마포구,용강동,49077344940,40780189993,8297154947,8700635252,8095229885,7678857218,7506352096,8799115542,5429792239,2867362708,783015388,4528708654,12322214101,11027397022,15399330068,5016679707,42543769,2106830174,7060251529,10496522129,7901439868,8896560688,11140590
은평구,갈현1동,47788145168,34093450946,13694694222,6932676243,7048558779,5928207926,6183850018,8000157980,8273405287,5421288935,4710790223,3818393617,7978994514,8367527535,14589668535,8322770744,668762887,8382317674,9724393907,8519799951,9664303070,9331641880,11120550
서대문구,홍제3동,47450247925,36825452267,10624795658,7218379539,7572177827,6611005637,7430587189,7993302075,7366792016,3258003642,649664944,9759577005,11910303267,14924602086,8699104168,1506996455,51546687,1009541919,3543076655,5969971332,11519661563,21893926550,11130640
중구,황학동,47351328791,36995183772,10356145019,6558573935,7403238001,7669481131,6760035516,8603855189,6674122177,3682022842,1090267108,7340348005,9742846148,13660470310,11918353344,3599043876,40308112,2967372932,6956655258,4988779527,10071026173,18926427527,11020670
서초구,방배4동,47133310613,38495973107,8637337506,7217797348,8915684606,7287658263,7510163724,7564669166,5841521515,2795815991,658781118,6955024277,12942073924,11651898001,11950982701,2974550592,134214898,2741359035,6721486376,9961383464,10049633879,11692555324,11220650
강북구,수유1동,46359383798,33600941824,12758441974,6185733435,6433854711,6156086127,7027189368,7798078183,7987529802,4770912172,359288270,6561580594,13777486860,15924243235,8846879920,889904919,39599147,1230472645,3595031990,6354319130,13228870575,20541640504,11090630
송파구,오금동,45812272250,39837182006,5975090244,12103119237,5827057574,5950794585,5053935486,10902275124,3743523612,2231566632,8841249596,6618032735,8170617666,9884729393,9923696906,2373945954,72096505,2134983234,3503521092,10072368500,7653516425,18609700179,11240600
양천구,목3동,44280657703,32755388286,11525269417,6681467713,6368373986,6657747956,5972492604,7075306027,7071083953,4454185464,1502634747,4129017394,10431857296,11483572237,13006140395,3727435634,130104771,3427082595,7537440294,7964604711,9315071806,12492520618,11150530
강서구,화곡4동,43617076800,32776051625,10841025175,6436425153,6400359605,5768779156,7021457505,7149030206,7050257933,3790767242,1784704499,4510675317,10046781347,11688201620,12070469103,3516244914,118855310,2587891111,6345253377,8837859731,10650287401,12851816295,11160590
서대문구,연희동,43258037983,31130920143,12127117840,5176941424,7331696755,5750670943,6406864436,6464746585,6960130037,5166987803,957307958,3053927490,12136269181,10385899478,13599453386,3125180490,160105256,6254293513,9064244261,8434918235,8156964073,8098154529,11130760
용산구,용문동,41800528391,33483369534,8317158857,4821273451,9237351907,6618033813,7040526616,5766183747,6068678204,2248480653,910420943,5340765600,12427928704,11880043078,8718782698,2522587368,77926989,1774028195,3986933346,5460304864,7702395343,12424832365,11030590
노원구,중계본동,41621276524,31191909815,10429366709,6374163464,7263492681,5395409193,5477910701,6680933776,6700307660,3729059049,535916211,4761928021,8323220531,10909100749,13844099296,3247011716,508874680,1432559135,2894670749,20637324125,12426457277,3193427722,11110600
종로구,가회동,41524201575,28589703686,12934497889,4327585477,5940169937,5835919464,5759394707,6726634101,7860704183,5073793706,94509984,2073308988,13760871135,10772742473,12323803304,2498965691,341784241,8941848825,9679379191,6792041613,6131081373,4099314563,11010600
광진구,중곡2동,41309258713,31054523002,10254735711,6407548645,6366566876,5637505581,5742700040,6900201860,6694913962,3559821749,1264548618,3818112918,11048989694,9407522011,12324206418,3445879054,148796894,3267201504,7451058295,8989893965,9555533850,10416905211,11050560
동작구,상도1동,41050806142,31896340621,9154465521,5873180053,7550167542,5650310389,6133655783,6689026854,6820388616,2334076905,1056082714,6317340409,10342870717,8241003468,11598388701,3495120133,557102428,6375399699,5616934203,8186272400,10385962128,6480124305,11200530
은평구,응암1동,40740868063,31729575384,9011292679,6017907996,7382757031,5441196911,5607370607,7280342839,5849301673,3161991006,676358163,5363135137,9261308630,9790577514,12300274051,3349214568,243040114,3352620241,5818964253,8631305790,8716726882,7832391592,11120590
동작구,사당1동,40299392856,29087657632,11211735224,4809666822,6011020542,5453049268,5752292122,7061628878,7337246133,3874489091,1867618765,2058760810,5066658962,6542894165,15610040230,9153419924,130673855,7001086666,10075089791,5590861892,6527674831,7727788105,11200630
성북구,안암동,38499563091,29274989940,9224573151,5691801255,6227203808,5659355248,5821115860,5875513769,5464772198,3759800953,2496517074,2933873849,9278015144,6209609716,12393350450,5188196858,882309972,11426373685,5896537811,5429552467,7523633755,4819771438,11080600
서초구,방배본동,38079765894,27493923322,10585842572,5653998479,5481816096,4729426315,5559049162,6069633270,6533255119,4052587453,647452178,3344019134,9526979299,9467220767,11980119444,3113975072,147090600,2352960554,6453701937,10657241775,7240141833,7374466433,11220610
도봉구,도봉1동,37637732753,23276903773,14360828980,4251330867,4446677512,4808152863,4982592048,4788150483,7057216883,7303612097,842274981,3017678460,10122999747,11945598303,9522594939,2186586323,65206367,1308063989,3181812221,5212729123,10101412671,16690607749,11100640
강북구,미아동,37459801073,28658033672,8801767401,6196703546,6570719786,4425530760,5513384049,5951695531,5980271407,2821495994,1232693356,4570447751,9353024357,8314795668,10402307745,3586532196,181179417,3147842248,5366753619,7993711363,9206155635,10420394159,11090700
노원구,상계1동,37416235664,26715871613,10700364051,5365722474,5602306469,4716641014,5181783318,5849418338,6342988075,4357375976,1030792344,3378474545,9038023123,8281680024,12059813030,3627452598,231120697,2546891204,4878159031,6482952655,9611849465,12020514886,11110650
동작구,신대방2동,37269712261,30444385667,6825326594,6253665521,6559733056,5502338051,6149122563,5979526476,4277132448,2548194146,349881758,4395852993,12798058133,8072646988,9450182486,2203089903,113351758,3229166354,7001711084,7219640960,7074778170,7440034466,11200700
송파구,마천1동,36176867123,32072007909,4104859214,6881902973,6078727967,5655763746,6865481348,6590131875,2810260284,1294598930,244178057,3008008879,12519374842,11060180137,8340344718,1004780490,45859599,854517290,1921617136,7123698473,12879103426,12681070836,11240550
강서구,화곡6동,36136002045,26280339514,9855662531,5150961493,5620920023,4965804878,4923280207,5619372913,5774445676,4081216855,4276779137,3129897865,6613890014,5316789674,10443043997,6355601358,144439741,4147074114,7634707239,7034322223,7009974714,7127244794,11160610
강서구,방화1동,36106607323,26633998564,9472608759,5754742403,5766540929,4699657450,4465658138,5947399644,5764762105,3707846654,900056826,4209316579,9577914887,9518993063,9728175150,2172150818,92374398,1503843411,4674325354,5976683469,8137404425,13800782503,11160700
노원구,중계4동,35528934693,25538345605,9990589088,4947833681,5444687032,4349522972,4928083589,5868218331,6344268920,3646320168,835896315,4326224642,8204467473,8518672438,10322159985,3321513840,144812528,1715885434,4821370962,8500985966,10819153448,8702005058,11110640
중랑구,면목2동,35069643859,26218639717,8851004142,5421050441,5554265748,4711487907,4866312682,5665522939,5729401894,3121602248,1419247595,4116305895,8209146074,7907294647,10203017652,3214631996,146859271,2606233695,5944174531,6641942823,8537457856,9811144356,11070520
은평구,응암3동,34812981924,24939492633,9873489291,5050014973,5053025191,4596009203,4537975367,5702467899,6025353671,3848135620,2531773314,4248835792,7505662753,7988985261,8836894006,3700830798,128380574,2288849812,4956062043,6262508799,8989479753,11411334672,11120730
은평구,대조동,34544030068,24892509959,9651520109,4739472035,5457229447,4679934694,4544804970,5471068813,5731886098,3919634011,1492465656,2735534768,8311770830,8614677916,10102838325,3286742573,111122873,2685533300,4801232053,6076051022,8368958420,11020819109,11120580
강서구,공항동,33772194442,26881041805,6891152637,4877875179,5854899064,4940202113,4528733478,6679331971,4868824564,2022328073,2022455724,6836456382,6599293713,8000039276,7098767531,3215181816,91179373,3416215527,4317196993,5865416490,5027300935,10102055542,11160690
중구,중림동,33472657034,27743206492,5729450542,9507565210,4759841704,3502859366,4141816369,5831123843,2924174290,2805276252,282363392,2586270715,14428708722,7022446363,6961059320,2191808522,50085850,1674765437,4460494477,5314032687,10196499481,5956948802,11020680
송파구,가락2동,33226216169,27744484423,5481731746,5501645545,5800820246,5176750287,5143227465,6122040880,3913001537,1568730209,587019040,3810688794,9652606424,9108487670,8055634134,2011780107,117989086,1343112822,4909577938,9693567422,7914497308,7500464119,11240670
관악구,서원동,32530687130,20911892929,11618794201,3656428128,4453576672,4201181671,3895737195,4704969263,6492515186,5126279015,5140242978,1846743578,3936806952,4248457194,10153952896,7204483532,531631447,10555715868,9700864842,4405102890,4044577086,3115304732,11210640
도봉구,방학1동,32257202643,23947753202,8309449441,4410625596,5189790031,4194778214,4828893669,5323665692,5395981410,2913468031,1857267095,4043391105,6509021001,7145695424,9166692660,3535135358,121971044,2188987736,4084810213,6030731082,7821100889,10935024147,11100550
강동구,천호1동,32199489305,23804204704,8395284601,4884472029,5078494203,4482550438,4418990991,4939697043,4886220314,3509064287,935317800,4073137718,7046494037,7488930599,10163122520,2492486631,128080525,1919104901,4801387142,7713041335,7191472720,9355590321,11250610
서대문구,홍제1동,31913243302,25016710230,6896533072,5494462062,5322528134,4300269964,4433790020,5465660050,4996268727,1900264345,895224420,4277324159,8065979134,8169430437,8295062194,2210222958,216699870,2735023672,5262540353,6356988273,7601246787,8868105787,11130620
강남구,도곡2동,31789359170,24558811490,7230547680,4084555340,5586485214,4824962694,4042344965,6020463277,4555046315,2675501365,1059859390,1476862228,9525817108,6640924929,9058602310,4027293205,97585355,2411173324,5792375374,4705346930,6120725514,6076906461,11230670
강동구,성내1동,31458932157,23190918925,8268013232,3980651067,5271475037,4375671123,4465400497,5097721201,4998734894,3269278338,277919163,1789891889,9513862318,8571328423,9248836823,2057093541,65884588,1887643900,4513867815,6391653593,6979681887,7543139573,11250650
영등포구,양평2동,31019943450,26033469115,4986474335,6296689632,5275057489,4679740495,4461153046,5320828453,3012483765,1973990570,696464234,4201831308,11249704496,4477922456,7823690136,2570330820,83045348,2087752513,5209205691,5638743807,5728344432,4416243211,11190620
성북구,석관동,30698729673,21950139413,8748590260,4051089365,4605066148,4016931790,4245951895,5031100215,5505486620,3243103640,1465991537,1964458256,5790047963,5105000036,11196543921,5176687960,111344713,3378715588,5316933214,5767765441,7727720179,7055123838,11080850
강남구,일원1동,30582140163,25228788151,5353352012,5878941326,4187875127,4326518994,5018119124,5817333580,3463500219,1889851793,947901754,2467321141,9644267437,5968177268,8711267157,2843205406,162169301,2151446535,4912249597,8905351681,6815687125,5570316597,11230730
중랑구,망우본동,30401790383,21845236365,8556554018,4313181111,4404066825,3901054080,4195514465,5031419884,4989756072,3566797946,1170206210,2734069308,7154442964,7178741650,9682887086,2481443165,62839916,1486934468,3596484956,4578768070,7806329448,11966033066,11070730
강동구,암사2동,30357339419,22738373931,7618965488,4910218647,4873023496,3820134920,4228976321,4906020547,4914944409,2704021079,652826875,3568783889,7657120580,6086336493,9697357769,2694913813,134680562,2225207144,5509804703,6438294550,6405511955,8611035223,11250580
용산구,청파동,29520854821,23375967238,6144887583,4405339774,5123532210,4130340961,4805783910,4910970383,3528647743,2616239840,522988396,2533170000,8345187095,6597947129,9301428539,2220133662,571568808,5954286082,4383911285,3949466757,5067617254,3819736938,11030710
도봉구,쌍문3동,29393601898,22951105562,6442496336,4602853663,4487948528,3899518929,5194330251,4766454191,4656754287,1785742049,793075101,5116389652,6179926481,7931663275,7536081461,1836465928,82748045,1809877729,3666776952,4883468566,7974471936,8274361138,11100530
도봉구,방학2동,29359654974,21340621034,8019033940,4315378945,3935043931,3472454109,4727705548,4890038501,4550476373,3468557567,346221091,3580656389,7922233454,8940452976,7650565439,919525625,86740055,928228487,1839887135,5486228556,8427353851,12078813994,11100560
송파구,삼전동,29262206726,22240615121,7021591605,4270009576,4989268398,3879289378,4312166428,4789881341,4502702928,2518888677,893883482,3082131227,5356430548,6827891097,9297471508,3804398864,76965628,2181726718,5559607940,9479304443,5820982687,4483804794,11240640
관악구,대학동,29178108528,21435242391,7742866137,4423994627,4610780720,4000554391,3843838316,4556074337,4491136691,3251729446,1867354156,2625214934,6711400833,5477768661,9002651100,3493718844,290156438,5919015119,6763708993,5053667792,5638107584,4204459004,11210730
마포구,서강동,29150789618,19349036988,9801752630,3073747580,3841308039,3872441594,3829640922,4731898853,5950987443,3850765187,2233335624,1297103486,5003694477,4633040316,9929569671,6054046044,505869080,8667343124,7367685414,4838942447,4094012795,1370382471,11140760
강서구,등촌3동,29095698491,23852299879,5243398612,4823826725,5502374716,4111160206,4467972846,4946965386,3488378257,1755020355,257392743,4145740989,8194786750,7286124428,7879062913,1332590668,103540681,1760960575,5287703279,7697451862,5797028616,7124941435,11160540
구로구,오류1동,29059932941,21878797171,7181135770,4555423577,4843101556,3969823762,3776928239,4733520037,4637892504,2543243266,1216520934,3517072157,6720718405,6578787849,8059218543,2967615053,197542649,3327018058,5192089729,5425817079,5642399422,8112216813,11170670
구로구,고척2동,28740143030,20851073375,7889069655,4278527549,4289735129,4022073703,3654651095,4606085899,4652039438,3237030217,284395802,4123103642,6979999824,7831583480,8133039271,1388021011,72836049,970328895,3239017154,5294857087,7344529231,9882171559,11170620
성동구,왕십리도선동,28483487706,23119958379,5363529327,5134283318,3842750851,4932507065,3925224020,5285193125,3507779723,1855749604,1807903512,4548180932,4492191807,4769643871,8934327755,3931239829,73695816,2457148888,4211263207,3383720144,5603819970,9076977534,11040710
성북구,종암동,28424763798,21852618696,6572145102,4171920283,4783071565,4348202061,4053862035,4495562752,4408348336,2163796766,834055934,3409173793,7156218440,6113823603,8434874979,2476617049,141878533,1826795845,3325757313,6500847267,7954870408,7115597004,11080840
동대문구,회기동,28269476351,21942422520,6327053831,4490543709,4530178323,4185714636,4348327702,4387658150,3827838407,2499215424,1527705026,2635353384,6903207827,4780475747,8613490211,3809244156,539056313,8594224500,4762600583,3717405066,5072894968,3431186826,11060710
강서구,등촌1동,27904106546,24685566484,3218540062,4763110432,5284480352,4328935121,4682919829,5626120750,2426556504,791983558,201722330,4869809043,7156845124,9008068423,5290935588,1376726038,14269455,1228760797,3270487136,7754274269,5402896720,4516471357,11160520
송파구,마천2동,27720189388,20815612434,6904576954,3432143800,4677626407,2865752319,4602940264,5237149644,4195896374,2708680580,234502627,2711459264,9848951350,7608177597,6339832367,977266183,47078579,837511888,2344499282,3982056180,6682709668,13127270889,11240560
강동구,성내2동,27401436476,21680066922,5721369554,3864844208,3665436527,5356114036,4595240784,4198431367,3979985344,1741384210,469609129,3521824411,7863116033,6681039133,6541050261,2324797509,30211102,1578462926,3336832395,4473508370,6909797006,10062396395,11250660
마포구,망원2동,27276206014,20727495670,6548710344,4022887565,4376696218,3885736349,3922834978,4519340560,4321144173,2227566171,565809027,3389736016,6418906577,7578881016,7356575128,1966298250,60353101,2158072221,5067867493,5983139044,5964631929,6886766398,11140700
노원구,상계9동,26511242160,20924556996,5586685164,4668303870,4530070394,3765078769,3524683194,4436420769,3802670294,1784014870,143442578,3843199563,6505311792,7316045270,7605486789,1097756168,157836213,1488494837,3609881762,6407745252,6361875198,8236257157,11110730
강남구,개포2동,26297888976,20106514408,6191374568,4465293255,4266279260,3591176019,3511756072,4272009802,3943572227,2247802341,233786687,2229033107,6589762805,6536088472,9073871496,1635346409,197093487,1108553074,3377439576,8613565442,5771797081,5670549040,11230800
종로구,교남동,26199447098,22735074579,3464372519,4524389043,4934525954,4245196022,4519818788,4511144772,2327147463,1137225056,517161720,2685358963,7152278098,4273023560,8139704780,3431919977,91128855,2053007722,4680937869,5061266776,5113861788,4938911852,11010580
영등포구,대림2동,25962258988,17303570549,8658688439,2873560898,5361305405,2816590127,2894654996,3357459123,4074705363,4583983076,658895366,2462506403,5540864399,8123300002,6930998096,2245694722,16099848,927980208,3171054777,6881799392,7562295190,6939496370,11190710
동작구,상도3동,25780922719,20026699655,5754223064,4277180656,4573847284,3431006270,3357484688,4387180757,4033856439,1720366625,428855857,3351727366,6443032859,7515672913,6706851875,1334781849,85441883,2246762914,3693864745,4679783169,5855557580,8729926191,11200550
송파구,거여2동,25660891307,20335523541,5325367766,4266838469,4425603170,3400295302,3674877592,4567909008,3903943407,1421424359,537092516,3293826429,6654017612,6104760043,7554961972,1516232735,101979784,1497377600,3558407884,6726629878,6874386582,6242420803,11240540
광진구,자양1동,25388555006,18709503496,6679051510,3718063991,3796511542,3694240382,3426950164,4073737417,4114414320,2564637190,561088758,3087055305,5899549295,6309313411,7796727493,1734820744,118666088,1769527977,3355299538,4271498291,6598947806,7806143079,11050640
양천구,신월1동,25186180128,17838823818,7347356310,3261639390,3912397839,3371554542,3407586615,3885645432,4490716936,2856639374,900631258,2368614057,5657088075,6509336547,7711725946,2038784245,18168127,927487267,3004990570,5084458465,6339991529,9074678537,11150570
관악구,신사동,25127839640,18858190659,6269648981,3786508728,3954875376,3609766635,3496445724,4010594196,4022382348,2247266633,1235512010,2899648060,5478154296,5891384436,7133379169,2489761669,97608214,2972062580,4205800202,4820777269,6002468460,6441719018,11210680
관악구,신사동,25127839640,18858190659,6269648981,3786508728,3954875376,3609766635,3496445724,4010594196,4022382348,2247266633,1235512010,2899648060,5478154296,5891384436,7133379169,2489761669,97608214,2972062580,4205800202,4820777269,6002468460,6441719018,11230510
강동구,암사1동,24910751489,17523538953,7387212536,3377699663,3699748449,3313939235,3248353200,3883798406,4327268260,3059944276,624568295,2888841336,5587772141,6132238589,7963726951,1713604177,51797071,1237357576,3785001116,4372381885,6215996394,8723767388,11250720
마포구,공덕동,24449390940,20289800479,4159590461,4282763897,4125925131,3476003510,3970168463,4434939478,2873533017,1286057444,506056742,2183547620,6654359406,4335266347,7390029076,3380131749,44243664,1343530711,3381003567,3851282978,5694253117,6031281142,11140770
중구,장충동,24006441797,19135217137,4871224660,2734894324,3290582050,3443702620,4390157859,5275880284,2748155183,2123069477,418743161,3080693681,7747167233,4510615958,6191513180,2057708584,117622846,2007893252,3000934750,3404400940,3827946861,6529642774,11020580
광진구,중곡1동,23921673298,16915134125,7006539173,3089000333,3682696316,3096052751,3260758260,3786626465,4291344221,2715194952,442194653,2821743029,5646239815,6597608342,7036528309,1377359150,21898012,1827026256,4003164090,3983186730,6105397396,6906436092,11050550
영등포구,신길1동,23722765842,18303987763,5418778079,3929349373,3687389362,3290759883,3443175145,3953314000,3722985936,1695792143,768399215,3678974930,5635134081,5032351798,6224804535,2383101283,67754554,1858945716,3671056179,4543015165,6178172916,6084528751,11190630
강서구,화곡본동,23650143624,17372693944,6277449680,3336274311,3783489515,3219956194,3393861171,3639112753,3946544610,2330905070,870820053,1972188213,4860287579,5864452154,7674968663,2407426962,63949462,1894567172,4825246613,5132469491,4783510915,5976320457,11160550
은평구,불광2동,23507775610,17673878671,5833896939,3581922095,3698483002,3084866968,3466059201,3842547405,3818288747,2015608192,124988119,2579107295,6640134043,6610378877,6753828261,799339015,32923782,981827784,2446016098,3894894768,5601718270,9903607975,11120720
동작구,사당4동,23442847114,18020999027,5421848087,3952258288,3810405901,3113263844,2881611541,4263459453,3772965145,1648882942,283149367,3240844381,5813153766,6244018065,6655940909,1205740626,59803258,1342288815,3132621097,4796643658,5110830917,8670852276,11200660
중랑구,면목7동,23326606892,17945223973,5381382919,3019506878,3518536898,2580524502,4321899837,4504755858,3286933011,2094449908,340520911,2428676552,6055455151,6041287483,7139412208,1321254587,40114327,1059745469,3086149185,3266684483,6749032548,8634770594,11070570
양천구,신정2동,23260300236,17886329056,5373971180,3648147882,4282854688,2913803990,3488127986,3553394510,3309283054,2064688126,386927767,2250341003,5044194349,6302553089,7225433742,2050850286,96764839,961907544,2442822096,8232042619,5853868830,3345904501,11150650
영등포구,신길6동,23054817482,16934929856,6119887626,3109593119,3603209100,3099779949,3543347313,3579000375,3682159467,2437728159,792743401,2095047370,5498104491,4528234449,7468803999,2671883772,83033176,1665616027,4137535386,5828806367,5043883517,4698954355,11190680
금천구,시흥5동,22873853170,17751200530,5122652640,3656229067,3997736259,2776435388,3483266307,3837533509,3469462204,1653190436,417360206,3597691605,5774589875,5588306249,6060064840,1435840395,66139407,1038564465,2211538579,4159382585,6519902708,8247294242,11180610
중구,신당5동,22690861548,16537419278,6153442270,3262772629,3418114331,2940901298,3010203008,3905428012,3937014692,2216427578,1210379138,2424057608,4389911079,4573336950,7267766395,2825410378,45833520,2033889531,3782046152,3686634712,5328513940,7002892935,11020650
도봉구,창1동,22677323059,17396998182,5280324877,3707194584,3984426356,2826737400,3126918405,3751721437,3536887724,1743437153,669547098,3097380175,5106879753,5161379991,6571097958,2071038084,162911090,2452366558,3757492914,4328098679,5869694304,5918715930,11100590
중랑구,중화2동,22526383339,15524981556,7001401783,2847673447,3024479773,2784088300,3389280527,3479459509,4044298648,2957103135,688382899,2332719833,5229863161,5056625343,6776237499,2442554604,63148613,1398919552,3235162545,3826099114,4952063056,8490235624,11070620
강서구,화곡8동,22338389701,16859368870,5479020831,3565861389,3630697274,2951675864,3136107723,3575026620,3735475346,1743545485,473257798,2616735962,5127814762,5739258875,6826955315,1554366989,46649548,1652011262,3945364436,4617002621,4792642353,6984274945,11160630
송파구,문정1동,22205688484,16587107078,5618581406,2872467380,3246286279,3266033594,3955677070,3246642755,3112643829,2505937577,230019071,1661806763,5341516552,6286536802,7461871640,1223937656,38648762,1204270039,3564606084,5820395375,5223888478,4162785935,11240680
강동구,고덕2동,21653995176,16647525118,5006470058,3618099178,3638833501,2802202758,2967794186,3620595495,3383498348,1622971710,234517296,3062154194,5787229515,5009240902,6275927154,1284926115,53288692,910923643,3423762049,6512182869,4635107908,5518261103,11250560
성동구,용답동,21523632654,16426517471,5097115183,3336220314,3370748966,3101117026,3107266143,3511165022,3118067243,1979047940,765910651,2601976344,4980279294,4070948354,6988101578,2116416433,56099719,2281701077,3548234418,3577986188,5433201800,5058341823,11040700
마포구,합정동,21496908157,16724784490,4772123667,6640807167,3163820910,2254737597,2015850720,2649568096,3102949874,1669173793,1123484102,5356271103,3642319441,2088917426,5772506843,3513409242,76694387,3547340049,4634242688,2891751485,6490158442,1959115587,11140680
종로구,삼청동,21270317531,13741111691,7529205840,2328062275,2136930617,3063862168,2682370651,3529885980,4098906635,3430299205,58095682,944919807,8575288334,5854073168,5465570249,372370291,104007181,2491786952,4384803569,4306272763,3785475421,3240020298,11010540
노원구,상계5동,21219558192,16213754422,5005803770,3374675486,3234588793,2526997226,3042825383,4034667534,3528310518,1477493252,668137575,3531429729,5283798251,4913053028,5242993928,1580145681,37015673,1365487867,3253063803,4527740044,6115449404,5448624161,11110690
마포구,아현동,21208358919,17339594686,3868764233,4267382382,3498068165,2792468534,3019964943,3761710662,3453322643,415441590,43099440,3459867958,6950547396,6373373791,3954788445,426681889,120745007,1370762476,3664917922,4529218048,5272922928,5731090536,11140780
양천구,신정1동,21046418784,16308652139,4737766645,3389247187,3359863536,2723166198,3221763071,3614612147,3186095746,1551670899,386017268,2205615759,5215216579,5083264032,6381488623,1774816523,53631114,813767809,2111789276,7158313730,5293954819,4594446125,11150640
동대문구,답십리1동,20508040540,15664795928,4843244612,3000545023,3385772414,2749015396,3369888559,3159574536,2619366113,2223878499,125969805,4724848466,5248044020,5495146249,4287348765,626683235,41307486,808610636,2175237551,4769229261,6344194133,4040633745,11060910
서대문구,남가좌2동,20495342681,16076123982,4419218699,3335066088,3454460652,2880819759,3235213774,3170563709,2993286478,1425932221,692490070,2521914011,5319117035,5092920400,5241631151,1627270014,243609928,1799379694,2845004467,6419002370,4474368246,3782824187,11130700
관악구,인헌동,20456809337,15128531134,5328278203,3017488361,3195401628,2725907073,2743085067,3446649005,3275136566,2053141637,472202252,1774182891,4621432391,5136378947,6895144035,1557468821,40513317,1755876322,3288976876,3939248913,4631751662,6234119990,11210620
구로구,개봉3동,20077479190,15587558907,4489920283,2882142353,3429795117,2867580031,2946817591,3461223815,2969743406,1520176877,496677368,2161918031,4799415300,4770020967,6270182617,1579264907,37609098,840979283,2418294870,4955876237,5118579446,5848311207,11170650
동작구,상도2동,20022762999,15135748554,4887014445,2867765604,3466465599,2868031813,2883252622,3050232916,3078513413,1808501032,799523349,1939436868,4467530039,4723413661,6352862206,1739996876,70791873,1727756945,3288141136,4386203061,4187726126,5754078726,11200540
관악구,난곡동,19966247614,15332931767,4633315847,3320070958,3393207954,2567705598,2744566635,3307380622,3323264323,1310051524,440761868,3059524339,4896865223,5124913863,5355290584,1088891737,144348612,1399663100,2883902070,3635280076,4914163244,6561616843,11210810
중랑구,신내1동,19725495762,14402991549,5322504213,2821013521,3096687025,2810177036,2617709383,3057404584,3079936298,2242567915,555888734,2000292081,4440365596,4342177678,6460511474,1926260199,125902389,1154498522,2718987873,4560805738,4599723129,5436220900,11070690
영등포구,대림1동,19614553230,15973332806,3641220424,3430108754,3624438183,2850741631,3066530916,3001513322,2360096767,1281123657,271822203,4278831165,5246892460,5774251807,3338237676,704517919,28739375,794171134,2349091843,3279795906,5371213575,7480748983,11190700
성동구,성수1가1동,19149301421,15956907901,3192393520,3819609489,3853825167,2862676397,2592222670,2828574178,1942664694,1249728826,317944126,2362205012,5084416605,5094249290,4937583461,1352902927,33786049,1761278819,3215095936,3640366508,4233147433,3896950939,11040650
관악구,낙성대동,19097324659,14136484360,4960840299,2146625640,4117005403,2676857048,2388690452,2807305817,2812798985,2148041314,1257934134,464265150,3528860670,3515019914,7027166485,3304078306,217846140,4850910740,3987001131,2039522345,2182454577,1293182710,11210580
관악구,조원동,18972029432,14023541751,4948487681,2788744231,3040031270,2691905193,2455921601,3046939456,3110411034,1838076647,763926688,2540696519,3831022544,3698998684,6202931939,1934453058,52121562,1895381688,3310797393,3142215464,4277151615,5778179373,11210720
강남구,역삼2동,18924262962,15247847096,3676415866,2974633773,3073144952,2911136303,2896675771,3392256297,2310852278,1365563588,261056179,2888501339,5422943455,4604860332,4821273843,925627814,49620148,1104551683,2914535165,4968147764,3999246503,3995860025,11230650
성동구,금호4가동,18616140023,14595755358,4020384665,2987666969,3221595760,2538830307,2518797324,3328864998,3013539363,1006845302,527286131,2991766785,4699046603,4283574710,4487344139,1627121655,37121323,1167280141,3130292778,3395086145,4367922758,5738354423,11040620
서대문구,북가좌2동,18297719951,13850498000,4447221951,2933680519,2916089515,2278263520,2472951174,3249513272,2935694087,1511527864,575845683,2156778161,3476415306,4152114182,5950680309,1985886310,50772126,1348168970,2730238260,5603975956,4374402885,3790338784,11130720
종로구,청운효자동,18132813253,13700681311,4432131942,3428570999,3249057385,2393074798,1917715949,2712262180,2601034531,1831097411,18639652,1649643770,6809668660,4350190319,4094651499,1210019353,74964252,4200659816,2909402462,2495761749,2625379137,4463603977,11010720
동대문구,답십리2동,17647580893,13583493944,4064086949,2851306415,2889197354,2410389996,2426648969,3005951210,2852820315,1211266634,267607933,2149012583,4541326728,3757665157,5575483602,1356484890,43404922,971589330,2623945317,3925139319,4327993097,4294277947,11060860
성북구,월곡2동,17506414530,13878910591,3627503939,2794648426,2887109839,2601018964,2601831174,2994302188,2323983703,1303520236,381222076,1835067301,4360590789,4126517203,5272309007,1530708154,184253414,2304410253,2402097861,2918948168,3999365032,3793740277,11080720
