자치구,행정동,당월_매출_금액,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,행정동_코드
서초구,잠원동,2989730650.1764708,2476712071.980392,513018578.1960784,488905333.0392157,545197324.9019607,350373967.9607843,452179824.4901961,640055621.5882353,405986586.5490196,107031991.64705884,89087124.66666667,433579331.9019608,867938613.9215686,651730144.2745098,673371826.2745098,274023609.1372549,12670635.176470589,454111004.7254902,703958417.9019607,620468258.9411764,556989439.7254902,282632919.372549,11220550
용산구,원효로1동,2932421171.9444447,2803009124.7777777,129412047.16666669,504076767.7222222,817895324.0555556,490943399.2777778,600247538.7777778,389846094.9444444,75925963.16666667,53486084.0,18501298.666666668,358226838.3333333,1057537302.3888888,869231895.3333334,521485803.5,107438033.72222222,9121121.055555556,179251879.55555555,401820871.7222222,391108436.6111111,452245109.5,276594708.5555556,11030720
중구,광희동,2617500896.9469028,1990588929.4159293,626911967.5309734,336658804.6814159,432199509.4070797,396776501.3716814,404797133.54867256,420156980.4070797,391822004.4955753,235089963.03539824,89906417.75221239,354754009.0442478,675606185.3362832,709974962.7876107,613198991.1327434,174060330.8938053,25858521.86725664,296156200.32743365,429510473.6902655,464634360.5663717,453663179.3716814,608873628.619469,11020590
강남구,신사동,2556113317.84375,2003858369.1666667,552254948.6770834,422133894.53125,431631114.0208333,327026539.8125,354516001.25,468550819.5520833,400742287.3645833,151512661.3125,60953428.03125,337548677.5208333,658498921.5416666,655634345.1875,628759039.625,214718905.9375,14763731.854166666,341043371.1666667,539682873.9166666,601200772.0833334,493685523.3854167,304655206.4791667,11210680
강남구,신사동,2556113317.84375,2003858369.1666667,552254948.6770834,422133894.53125,431631114.0208333,327026539.8125,354516001.25,468550819.5520833,400742287.3645833,151512661.3125,60953428.03125,337548677.5208333,658498921.5416666,655634345.1875,628759039.625,214718905.9375,14763731.854166666,341043371.1666667,539682873.9166666,601200772.0833334,493685523.3854167,304655206.4791667,11230510
강서구,발산1동,2362405935.5396824,1609616643.3650794,752789292.1746032,288901037.1904762,354212283.0793651,297015031.50793654,315042147.8888889,354446143.6984127,501802812.3015873,250986479.87301588,79828881.3015873,545684872.4603175,546150550.3492063,646486568.7619047,505365758.6190477,38889304.047619045,3632765.26984127,85061629.84126984,236777342.95238096,449105662.6190477,524546954.4761905,791621688.1904762,11160670
금천구,독산1동,2284205778.4891305,1864326524.4130435,419879254.0760869,328127118.9456522,422615792.0108696,316861317.7608696,386189424.9782609,410532870.7173913,273595504.8695652,146283749.20652175,37554073.847826086,478771347.6956522,760620706.8043479,727799283.1956521,216642320.6304348,62818046.31521739,1540894.3043478262,76512387.42391305,337223893.98913044,414624686.4891304,442648207.8260869,959272080.3913044,11180520
강남구,대치4동,2249215763.66129,1706407748.22043,542808015.4408603,330809766.1344086,372442934.4516129,306887576.983871,323917269.36021507,372350201.2903226,326227303.1451613,216580712.2956989,44669739.63978495,217267155.1344086,496652358.41935486,544837885.7365592,718368146.9247311,227420477.8064516,22099675.84408602,122569294.08064516,256675878.06451613,913475237.016129,554977879.5215054,167441787.0860215,11230630
강남구,압구정동,2218096590.9276314,1644647484.868421,573449106.0592105,293209341.3355263,357349463.19736844,313839502.3486842,328266224.4934211,351982953.4934211,369803356.29605263,203645749.7631579,81153910.79605263,179059095.7368421,595343297.4539474,594711228.1644737,573596590.9868422,194232467.78947368,7073436.888157895,269647217.19078946,588550849.2565789,493204298.5065789,303483751.44736844,236400859.8026316,11230770
용산구,이태원1동,2205261155.3516483,1263279201.087912,941981954.2637362,191668433.5054945,238172899.7802198,258203596.1098901,245609169.2747253,329625102.4175824,517596066.2197802,424385888.043956,331526585.82417583,92580555.21978022,354325521.6923077,458836675.48351645,632265197.6263736,335726619.50549453,16850427.175824177,579227010.0659341,705715877.6043956,321000454.26373625,247502978.7362637,179034215.7802198,11030650
영등포구,문래동,2196159845.898305,1871731307.542373,324428538.3559322,427270155.2711864,420579943.8305085,335477492.91525424,386279145.6949152,302124569.8305085,244144220.5084746,80284317.84745763,132039310.27118644,854071903.7118644,417833210.8135593,342339300.7457627,306726456.5254237,143149663.83050847,1958295.1016949152,169224825.6779661,305779083.84745765,323030100.88135594,375554844.9830508,358839312.5423729,11190760
서초구,방배3동,2085650429.2857144,2051212335.2857144,34438094.0,469503415.14285713,588826091.7142857,249423203.14285716,365938167.14285713,377521458.14285713,30180046.0,4258048.0,610802.1428571428,611871869.4285715,1038083908.4285716,326482401.4285714,97633127.28571428,10968320.57142857,1169573.857142857,15709262.142857144,402363256.7142857,362830477.5714286,903004861.4285716,366412161.0,11220640
중구,회현동,2083441756.6538465,1732877650.7211535,350564105.9326923,312195487.25,382303210.63461536,388291707.7980769,315008951.99038464,335078293.0480769,301098746.9230769,49465359.00961538,18499000.71153846,350993058.25961536,775567476.6153846,611354501.5192307,271922018.375,55105701.17307692,2061035.5865384613,69821955.3076923,243306632.3365385,319348488.0769231,315577318.83653843,823245948.0576923,11020540
강남구,논현1동,1990283429.0243905,1554848369.402439,435435059.6219512,320957839.99390244,320678117.66463417,271674854.8597561,291581648.74390244,349955908.1402439,290489619.9634146,144945439.65853658,80435326.63414635,224878506.94512197,538637805.9207317,438241592.097561,498951687.7317073,209138509.69512197,7348755.304878049,280270984.6280488,470142409.2134146,401149952.8353658,317169428.2560976,275553687.94512194,11230520
강남구,삼성1동,1982002020.764706,1413238248.235294,568763772.5294118,245638914.34117648,290470555.7529412,276970986.11764705,283522646.09411764,316635145.92941177,324110261.2941176,244653511.2352941,7236897.94117647,100180605.32941176,571747235.5058824,534963213.2470588,652255544.4705882,115618524.27058823,9853284.305882351,228454650.10588235,436234308.67058825,388756127.1058824,282791078.85882354,245233954.6117647,11230580
강남구,청담동,1965415612.6337209,1495861596.3430233,469554016.2906977,254307258.72093025,305422940.4127907,273667123.25,321474453.9069768,340989820.0523256,314150266.1104651,155403750.18023255,50799488.89534884,136984540.2151163,551890154.5406977,553316927.0755814,528439869.7325581,143984632.1744186,7236743.709302326,188720920.38372093,484721271.3139535,411327025.5930232,335374396.43604654,251812639.7848837,11230780
강남구,대치1동,1945725294.878788,1561052564.3636365,384672730.5151515,355515102.0,365063741.4242424,244849376.84848484,265944364.12121207,329679979.969697,270945327.3333333,113727403.1818182,11174794.545454543,230486148.5757576,460074009.969697,564172469.5151515,571057687.4242424,108760184.84848484,13129203.545454543,55601294.87878788,155556602.42424244,922333441.7272727,447007259.09090906,289143064.42424244,11230600
노원구,상계2동,1913006866.0,1430548494.5194805,482458371.4805195,288969622.54545456,303434563.0519481,249411231.6623377,255556034.3246753,333177042.9350649,322918769.14285713,159539602.33766234,104858673.01298702,197367164.0,453753063.54545456,420578322.5194805,541684962.3636364,194764680.55844155,20920856.545454547,275647756.5714286,366523886.5194805,395650340.4935065,442635273.5194805,321996069.7922078,11110660
구로구,구로3동,1869060128.551724,1592741338.1264367,276318790.42528737,297415999.14942527,340740517.09195405,305375654.62068963,300649610.1149425,348559557.14942527,161021284.81609195,115297505.6091954,74557033.29885058,190809788.72413796,592076125.091954,360814317.5862069,456239401.9425287,194563461.908046,4206900.402298851,247229530.50574717,437312276.1954023,384474749.1264368,254935971.42528737,133257724.35632184,11170540
중구,명동,1850539560.6979864,1466861342.7248323,383678217.9731544,279757065.4362416,311897218.1610738,272030851.9194631,291293548.80536914,311882658.40268457,224540283.60402685,159137934.3691275,13598568.496644296,117573722.04026844,602400889.4161074,407496926.0671141,558215569.6375839,151253885.04026845,14498053.98657718,234368559.77181208,375118052.1543624,332041320.9328859,299525733.02684563,194775411.44966444,11020550
구로구,구로2동,1830288120.1666667,1704110460.0416667,126177660.125,463047306.3333333,330419267.125,269904863.1875,355839002.2291667,284900021.1666667,82029024.33333333,44148635.79166666,11305823.864583334,345010755.2916667,557065272.5,682133432.6875,197105723.10416663,37667112.71875,1391741.7604166667,32896005.48958333,153200579.98958334,304089701.3541667,584083028.4583334,339495730.5,11170710
영등포구,영등포동,1806510697.2047243,1304019479.3700788,502491217.8346457,234231298.67716536,252333755.14173228,267984236.02362204,267846486.10236225,281623703.4251968,294578190.18110234,207913027.6535433,73213974.37007874,195223630.35433072,372976699.06299216,464229705.6062992,512170238.07086617,188696449.74015749,7405552.251968504,249224336.35433072,381641525.7401575,271539689.8267717,275389153.007874,348018243.1732283,11190740
서초구,도곡1동,1771199298.1777778,1509735787.3333333,261463510.84444445,305935962.2222222,312264402.1111111,262634175.6222222,299145980.8666667,329755266.51111114,189612168.68888888,71851342.15555556,23849888.68888889,145416732.73333332,545815804.9777777,368363734.35555553,514693359.2888889,173059778.13333333,3205148.511111111,127723115.86666666,281847353.1333333,261781710.55555555,273517597.2888889,300984696.04444444,11230660
송파구,문정2동,1609606725.2405064,1356788302.2025316,252818423.0379747,300897119.8101266,273966984.0506329,268926313.443038,258233538.46835443,254764346.43037972,156346629.84810126,96471793.1898734,10325328.569620254,183261234.78481013,545141653.6962025,416942774.2278481,372033545.93670887,81902188.02531646,3012485.493670886,93400294.07594936,301834578.2151899,318856274.5316456,349400008.4936709,304688775.835443,11240690
영등포구,영등포본동,1587275108.7419355,1019150472.032258,568124636.7096775,188059459.6451613,233023539.0322581,171567212.7419355,197972763.51612905,228527497.0967742,296683696.87096775,271440939.83870965,13097780.548387095,192199691.7419355,365124950.0645161,406805256.7096774,513420260.67741936,96627169.0,12311382.612903226,271243739.12903225,336760332.41935486,280483198.2903226,313527758.1935484,335747233.32258064,11190730
서초구,서초1동,1572620026.6862743,1334973530.9509804,237646495.7352941,264896769.46078432,276397707.88235295,247582717.94117647,251050996.754902,295045338.9117647,164297268.2647059,73349227.47058824,38352269.058823526,148818331.3529412,494691957.1666667,323242661.78431374,418867793.2352941,148647014.0882353,5355092.166666667,110219307.71568628,253896378.0490196,283184775.5882353,295655806.5588235,247815761.5980392,11220510
송파구,잠실본동,1553115129.337838,1182576964.6283784,370538164.7094595,244250830.5608108,248882724.16216213,212352303.0743243,214141489.52027023,262949617.3108108,253091933.60135132,117446231.1081081,56649208.18243244,152737196.93243244,355082534.8243243,383290821.2364865,459556087.1216216,145799281.04054055,8824471.952702703,140407042.8243243,276812442.2364865,489647807.3040541,311048903.0135135,218084749.4864865,11240710
동대문구,장안1동,1545849162.0,1340772352.5164835,205076809.48351648,299976259.17582417,287201912.1648352,170017115.0989011,284985214.4285714,298591851.64835167,129722753.3846154,75354056.0989011,59535294.18681318,269842681.1648352,463449247.1318681,426007815.6923077,246954150.0,80059973.82417582,1802060.7252747251,57761118.16483516,204914230.93406597,331709275.4285714,346260066.6593407,525990265.52747256,11060870
성동구,성수2가3동,1499420644.0289855,1193812008.2173913,305608635.8115942,235240642.89855072,244957690.3478261,214712362.0,258836054.6956522,240065258.2753623,191703249.884058,113905385.92753623,24555844.46376812,180554462.4637681,433612262.9710145,356841051.884058,404979393.0434783,98877629.20289856,11736774.52173913,249657462.1304348,298114487.71014494,233805366.7536232,206683904.9710145,201330914.15942028,11040680
서초구,반포4동,1473541827.869159,1146341422.1588786,327200405.7102804,243959541.682243,248463051.4672897,202836103.1214953,207293268.4672897,243789457.42056075,220695908.50467288,106504497.20560747,15937839.89719626,167824122.54205608,342620018.635514,400994784.94392526,441244240.1682243,104920821.682243,6301093.355140187,45450960.75700934,158524755.1401869,616980528.0280374,333277066.99065423,225221777.1214953,11220600
영등포구,당산1동,1453185730.2897196,1173167841.6448598,280017888.6448598,248296646.92523363,284953015.4953271,205382324.0747664,201039917.13084117,233495938.0186916,180295362.8317757,99722525.81308413,109524478.8504673,291390593.8130841,369669636.46728975,294586108.91588783,272686007.02803737,115328905.21495327,1699602.3738317755,92524243.11214954,229831506.27102804,218142800.8224299,294773554.4205608,389015114.85046726,11190550
강동구,명일2동,1446449217.3090909,1102599337.672727,343849879.6363636,227020905.0727273,251955542.6727273,183508063.1636364,197388286.4181818,242726540.3454545,226635397.72727272,117214481.9090909,18260572.01818182,161984531.27272728,322114383.72727275,363418248.0545455,481213820.7636364,99457661.47272728,16394584.545454543,57828559.03636364,154325528.96363637,688320745.9272727,324647169.2,179786594.6,11250540
중구,필동,1434455797.5833333,1278173032.7222223,156282764.8611111,332395158.0833333,237766981.3333333,205900035.3333333,220386458.0277778,281724399.9444444,104403181.05555557,51879583.80555555,39406001.833333336,100157365.58333331,396174607.5555556,393916908.4444444,365313304.4722222,139487609.69444445,9738472.5,155315649.8888889,174656129.0277778,156102865.75,227418008.80555555,421283690.4166667,11020570
마포구,서교동,1430476187.9234042,959794269.438298,470681918.4851064,171709938.6212766,187294202.99574468,177958932.59148937,196812573.49787235,226018621.7319149,282146609.65531915,188535308.8297872,108078345.70638296,62852385.98723404,264641044.7361702,307953850.49787235,470305350.2297872,216645210.76595744,42235083.45957447,490900386.6042553,332846041.293617,197993009.59574467,182405839.9319149,82624392.63829787,11140660
종로구,삼청동,1418021168.733333,916074112.7333332,501947056.0,155204151.66666666,142462041.13333333,204257477.86666667,178824710.06666666,235325732.0,273260442.3333333,228686613.66666663,3873045.466666667,62994653.8,571685888.9333333,390271544.53333336,364371349.9333333,24824686.066666663,6933812.066666666,166119130.13333333,292320237.93333334,287084850.8666667,252365028.06666663,216001353.2,11010540
용산구,원효로2동,1415908678.8333333,1394249623.3333333,21659055.5,219844999.41666663,266094872.16666663,316924676.4166667,306049457.9166667,285335617.4166667,13727361.5,7931694.0,3444958.583333333,592175851.8333334,427293044.8333333,330143051.5,48546149.16666666,14305622.916666666,862336.25,43971783.75,179131237.83333334,189757999.16666663,46785157.91666666,27472378.166666668,11030570
강남구,수서동,1403813306.1944444,1195113898.6666667,208699407.5277778,272635220.4444444,241198400.1111111,186345183.0,241207143.94444445,253727951.16666663,131500553.44444443,77198854.08333333,16753888.055555556,252898262.19444445,388078600.3611111,315974817.0,353188111.8055556,76919626.77777778,6696421.0,103773287.8888889,300637303.25,271602046.2222222,315431165.2222222,302614523.8333333,11230750
영등포구,대림3동,1399129377.7741935,1232977982.9784946,166151394.7956989,294390040.2580645,270743203.49462366,183665872.10752687,212573128.76344085,271605738.3548387,101583514.34408602,64567880.451612905,39751105.27956989,166844624.34408602,532030391.39784944,407648192.5913978,191074123.15053764,61780941.010752685,1056085.677419355,30935705.47311828,171816443.52688172,325142039.0,439455997.3333333,371401595.60215056,11190720
강서구,가양1동,1394707287.746667,1141152450.28,253554837.46666667,192782263.14666668,287867640.05333334,214520335.22666663,228434467.90666667,217547743.94666663,149484043.65333334,104070793.81333332,39379055.373333335,71694363.04,451850277.84,220386871.74666667,452456564.44,158940155.30666667,4472769.653333333,145549014.04,307442737.12,266413725.44,197985335.9333333,122365602.70666666,11160751
양천구,목1동,1389155019.0574713,1034155706.0344828,354999313.0229885,207241937.87356323,216369562.29885057,190187576.8045977,193776054.72413796,226580574.3333333,227662419.3678161,127336893.6551724,33408453.942528736,141530832.77011493,267533584.4827586,336204270.1264368,462185404.8045977,148292472.93103448,11693542.413793104,59147148.74712644,138492046.3678161,651200266.5057471,325579643.3218391,111775819.55172414,11150510
노원구,중계2?3동,1359058876.3333333,980825053.5641024,378233822.7692308,156613566.23076922,271456136.74358976,197673734.7948718,193081868.7179487,161999747.07692307,222806501.2307692,155427321.53846154,8143863.923076923,107279201.51282053,461118877.6666667,409473734.974359,339288793.2051282,33754405.05128205,8528661.923076924,64244118.35897436,165918996.74358973,332622936.3076923,385463336.0769231,371637941.71794873,11110780
종로구,사직동,1357282707.925532,1081380829.968085,275901877.9574468,197040889.09574467,229265543.79787236,208730851.57446808,221860820.79787236,224482724.70212767,166524896.72340426,109376981.23404256,21118230.30851064,102106349.65957446,446566123.6595745,242661074.20212767,417510778.30851066,127320151.78723404,5166115.414893617,159786146.0319149,260291144.9787234,233062949.26595744,206403079.31914893,175457217.0106383,11010530
강남구,삼성2동,1332706317.3307087,1154326783.7480314,178379533.58267716,221979995.57480317,239264266.43307087,216585801.8031496,237405914.33070865,239090805.6062992,117730428.40944882,60649105.173228346,52139391.66929134,103524497.81889763,429610138.5748032,199115574.8346457,358120119.88188976,190196594.5511811,2407606.976377953,106029807.18897638,248550802.8582677,248763430.36220476,192864405.4488189,141336366.7480315,11230590
광진구,구의3동,1326726376.122449,955657062.1734694,371069313.9489796,194852980.3877551,168310279.19387755,180085431.59183672,190064570.62244895,222343800.37755105,224299678.19387755,146769635.75510204,10566153.020408165,112706430.93877552,305213881.25510204,438877119.8469388,415334290.68367344,44028500.37755102,5118338.428571428,84293415.8367347,174392762.98979592,406095006.244898,268040958.244898,187090987.81632653,11050620
마포구,상암동,1316838692.5686274,1129111384.9019608,187727307.66666663,221745683.03921568,238228042.49019608,209801883.70588237,227783179.5490196,231552596.11764705,122519495.50980392,65207812.15686274,41126428.11764706,107949197.372549,457642065.254902,193695668.92156863,365148641.2156863,151276691.6862745,4096393.568627451,143883950.17647058,295398672.5882353,250696865.96078432,171289616.60784313,67628099.90196079,11140740
마포구,연남동,1296797659.6,898162984.2,398634675.4,161430678.75384617,193328257.44615385,170432052.56923077,169604035.36923078,203367960.0615385,242454227.7076923,156180447.69230768,57319681.03076923,79882184.07692307,247241970.7076923,272445714.9846154,451215441.72307694,188692667.07692307,24835095.09230769,400920596.6923077,319902760.9076923,181721917.26153848,179441205.3846154,83856027.46153846,11140710
동작구,사당2동,1281180529.5,972476789.4404762,308703740.0595238,197727448.60714287,217821185.3690476,168612851.91666666,165149234.25,223166069.29761904,208124357.45238096,100579382.60714284,29517774.08333333,110170437.59523807,327584811.75,309885772.6547619,393203977.3452381,110817756.07142857,5868217.095238095,138332957.8452381,226641645.91666663,240208686.8809524,273585051.4047619,347226597.02380955,11200730
중구,신당동,1271668277.8548386,996027538.951613,275640738.9032258,160722374.53225806,286648656.91935486,172115852.9516129,186177431.66129032,190363222.8870968,149613239.01612905,126027499.88709678,117882670.27419356,124041836.62903224,345158559.9354839,274157616.7741935,238597566.7741936,171830027.46774194,5458413.112903226,124191933.2096774,201061433.0967742,222366921.70967743,264984223.5967742,322830032.83870965,11020690
강남구,역삼1동,1269335914.6533864,1079723385.4741037,189612529.17928287,212986785.0876494,225684469.17131475,196178761.8446215,208778063.00796813,236095306.3625498,123930507.9442231,65682021.23505976,46745648.86055777,141903310.25099602,392105912.06772906,233580265.02788845,324478131.2828685,130522647.16334662,2994463.139442231,131855646.00796811,286794459.98406374,231616593.64541832,186053479.78884465,148364588.0557769,11230640
종로구,창신1동,1247829292.409091,958843579.9545456,288985712.45454544,203045074.63636363,218929032.3181818,205540283.27272728,159331077.54545453,171998112.1818182,185318534.2878788,103667178.16666669,15511996.757575758,174218667.92424244,400870406.0,418910445.3333333,204593515.8636364,33724260.53030303,4070503.5454545454,68338822.72727273,160820590.43939394,180202008.77272728,204067410.5151515,338935406.1212121,11010670
종로구,가회동,1186405759.2857144,816848676.7428571,369557082.5428572,123645299.34285714,169719141.05714285,166740556.1142857,164554134.4857143,192189545.74285716,224591548.08571428,144965534.45714286,2700285.257142857,59237399.657142855,393167746.7142857,307792642.0857143,352108665.82857144,71399019.74285714,9765264.028571429,255481395.0,276553691.17142856,194058331.8,175173753.5142857,117123273.22857144,11010600
종로구,종로5?6가동,1185916117.139535,936405997.3255814,249510119.8139535,183166673.61627907,210404805.8604651,174436397.89534885,173067180.9883721,195330938.9651163,167987495.02325585,81522624.79069768,9679822.511627909,136067474.55813953,403604135.8023256,351320175.1511628,240103433.2906977,45141075.825581394,1443280.1046511629,80600344.22093023,150877119.6511628,156112333.4883721,225746651.02325585,404856242.8953489,11010630
마포구,도화동,1174141198.968254,895224624.9841269,278916573.984127,144870004.25396827,201993764.9047619,164638638.82539684,166557779.2857143,217164437.7142857,185571984.3809524,93344589.6031746,33084191.444444444,85158233.04761904,317610811.5555556,198915953.52380952,372392934.49206346,166979074.9047619,2389052.26984127,86693217.66666667,224624296.63492063,211186888.42857143,234972978.84126985,217312134.5079365,11140750
강북구,수유3동,1149096618.762295,849242596.9344262,299854021.8278689,166897011.12295082,174419784.6885246,154730294.06557378,158175239.0,195020268.05737704,180575843.52459016,119278178.30327868,98201988.9590164,104165749.69672132,230695517.1557377,234610899.36885247,336168569.36885244,145253894.21311477,7294562.516393443,159457834.0081967,220850486.7540984,230026867.02459016,256144788.18032783,236519620.22131148,11090650
서초구,방배1동,1133794269.125,909330710.1964284,224463558.92857143,187754435.82142857,182594843.6607143,161985599.19642857,164846607.2142857,212149224.30357143,164703428.73214287,59760130.196428575,20858499.07142857,140404752.2857143,320226636.64285713,294436969.4285714,293094999.08928573,64772412.60714286,8594407.410714285,92474470.07142857,201537583.44642857,300230724.03571427,265846215.75,202758234.64285716,11220620
강동구,천호2동,1098217368.2516556,833989724.4172186,264227643.83443707,175037513.3245033,169074589.4437086,163556598.9536424,152125290.64900663,174195732.0463576,164159271.47019866,100068372.3642384,37899261.84768212,114820339.54966888,302623881.7549669,268767757.74172187,284933698.60264903,89172428.75496688,3863053.8344370862,120985677.01324505,205013277.4437086,183002300.60927156,226770741.8410596,306090354.3576159,11250730
관악구,신림동,1094091438.3194444,782068736.4166666,312022701.9027778,152781490.18055555,165157317.95833334,149271758.68055555,146168936.0138889,168689233.58333334,181717720.2222222,130304981.68055557,87988213.16666667,96762911.5138889,190865115.3888889,211814638.69444445,354872137.6388889,151788421.91666666,8294424.625,247571739.18055555,303486067.4027778,176424192.625,174385732.3472222,159171546.33333334,11210690
광진구,화양동,1083431015.744681,762166209.3297873,321264806.4148936,140080925.0212766,154378893.71276596,151340897.0,146612634.61702126,169752858.9787234,190013863.07446808,131250943.34042554,89754165.19148937,49157218.11702128,184487700.19148937,193319899.1382979,379850707.0425532,186861326.06382975,30765352.063829787,383769771.4361702,240076146.56382975,135766756.67021278,142579916.23404256,80350887.37234043,11050530
서초구,서초3동,1065703937.6115702,899664181.4628099,166039756.14876032,179701394.07438016,165645176.59504133,214426971.8429752,168994246.70247933,170896392.2479339,106849096.6859504,59190659.46280992,18310632.97520661,118333458.52066116,392621512.5123967,217933943.23140496,249694194.2231405,68810196.14876033,4316407.190082645,59573661.76859504,166693582.6446281,201449038.12396693,200754684.5785124,178869016.53719008,11220530
강남구,논현2동,1059017692.3664122,822344539.5114504,236673152.85496184,156375919.07633588,173598423.77862597,148903001.88549617,160191501.6183206,183275693.15267172,148084644.15267175,88588508.70229007,26410871.916030534,81147806.35114504,305862343.9236641,245084465.8091603,305065157.1603053,95447047.20610689,2870064.473282443,125926252.58015268,268288073.04580152,238785571.28244275,147091736.50381678,107337284.45038168,11230530
성동구,성수2가1동,1056103867.8,759761267.9333333,296342599.8666667,127083087.09333332,177063613.22666666,136515263.78666666,162665162.41333333,156434141.41333333,164603273.06666666,131739326.8,16945797.98666667,55758798.34666666,290798680.58666664,302907071.4,323294018.8533333,66399500.626666665,11629227.466666669,222735982.13333333,217499399.6533333,155800909.45333335,209748711.53333333,123641570.16,11040670
서초구,양재2동,1055096173.6788322,902497463.8540146,152598709.8248175,186022475.5109489,195751568.97080293,158914320.91240877,180337531.9124088,181471566.54744527,92248235.45255476,60350474.372262776,18997617.81751825,153514535.32846716,364201373.3722628,223534915.8759124,229377501.2189781,65470230.06569343,2217887.897810219,57167213.0729927,136256684.64963505,173707506.69343066,175892599.77372262,189900899.28467157,11220670
종로구,혜화동,1033149284.115942,705707587.9130435,327441696.20289856,118574630.88405795,143457140.47826087,145611126.57971016,139462395.76811594,158602294.20289856,187325065.10144928,140116631.10144928,43551874.55072464,36435582.30434783,224708950.98550725,187642362.7536232,386524305.71014494,154286207.8115942,26818069.173913043,293134382.2463768,209517307.15942028,154176852.3478261,166244596.13043478,81810176.31884058,11010730
동대문구,장안2동,1032748286.6346154,803302280.8461539,229446005.78846157,174997606.72115386,187280688.55769232,133683885.08653846,130824369.51923075,176515730.96153846,135946677.90384614,93499327.8846154,35734483.72115385,141976550.82692307,301237458.90384614,250166816.5192308,235287802.17307693,68345174.49038461,2645782.961538461,43685086.85576923,119734993.4903846,245678443.42307693,314694703.0576923,250471281.22115383,11060880
관악구,청룡동,1013052052.7722772,749575737.6633663,263476315.1089109,150514060.72277227,155011793.96039605,132520119.9009901,142804065.71287128,168725697.36633664,159360780.1980198,104115534.91089109,39479794.35643564,77772333.13861386,211153569.13861385,246073741.14851484,327672949.1188119,110899665.87128712,6367249.603960396,189893788.27722773,222405681.92079207,154657242.05940595,200104899.93069303,192200661.52475247,11210800
강남구,도곡2동,993417474.0625,767462859.0625,225954615.0,127642354.375,174577662.9375,150780084.1875,126323280.15625,188139477.40625,142345197.34375,83609417.65625,33120605.9375,46151944.625,297681784.625,207528904.03125,283081322.1875,125852912.65625,3049542.34375,75349166.375,181011730.4375,147042091.5625,191272672.3125,189903326.90625,11230670
관악구,서원동,985778397.878788,633693725.1212121,352084672.7575757,110800852.36363636,134956868.84848484,127308535.48484848,118052642.27272728,142574826.15151516,196742884.42424244,155341788.33333334,155764938.72727272,55961926.60606061,119297180.36363636,128741127.0909091,307695542.3030303,218317682.7878788,16110043.848484848,319870177.8181818,293965601.27272725,133487966.36363636,122562942.0,94403173.6969697,11210640
중구,중림동,984489912.764706,815976661.5294118,168513251.2352941,279634270.88235295,139995344.2352941,103025275.47058824,121818128.5,171503642.44117647,86005126.1764706,82508125.05882353,8304805.647058823,76066785.73529412,424373785.9411765,206542540.0882353,204737038.82352945,64464956.52941176,1473113.2352941176,49257806.97058824,131191014.02941176,156295079.02941176,299897043.5588235,175204376.52941176,11020680
서대문구,신촌동,970405484.1410255,751096037.8269231,219309446.31410256,147957562.42307693,165105905.4871795,139357182.06410256,138899982.15384614,159775405.69871795,138134490.1474359,81174956.16666667,41773893.525641024,77919869.03846154,247467384.05769232,211911475.50641027,290546914.24358976,100785947.76923075,17035955.846153848,275757839.51282054,185757290.72435895,137819234.07692307,163964014.75641027,134415910.65384614,11130750
종로구,무악동,959443104.0,888378771.5,71064332.5,186827508.3333333,199035508.66666663,141184721.5,167193450.66666666,194137582.3333333,51424547.5,19639785.0,467838.8333333333,234424995.5,307172867.0,269248601.6666667,137242707.83333334,10886093.166666666,633489.3333333334,23163820.0,64142875.16666666,128296967.33333331,237300450.0,496199145.6666667,11010570
서초구,방배2동,950795715.6438355,675363116.849315,275432598.79452056,115546566.08219178,137839176.94520548,121348917.16438356,131916860.16438356,168711596.49315068,183300034.98630136,92132563.80821918,40731413.35616438,63505156.01369863,150323460.93150684,147574423.32876712,351816389.4109589,196844872.6027397,4462770.904109589,152814320.23287672,229340479.68493152,131183221.05479452,146985376.86301368,181399780.3561644,11220630
중구,황학동,928457427.2745098,725395760.2352941,203061667.03921568,128599488.92156865,145161529.43137255,150381982.96078432,132549716.0,168703042.92156863,130865140.7254902,72196526.31372549,21377786.43137255,143928392.25490198,191036198.98039216,267852359.01960784,233693202.82352945,70569487.76470588,790355.1372549019,58183782.98039216,136405005.05882353,97819206.41176473,197471101.43137252,371106422.0980392,11020670
도봉구,쌍문4동,926167413.8333334,751936772.8333334,174230641.0,172826928.5,152718746.33333334,133278660.16666669,135546691.66666666,157565746.16666666,119866077.66666669,54364563.333333336,3222660.833333333,193641688.0,193853622.8333333,263836258.16666663,241244641.0,30368543.0,2235772.1666666665,26609807.33333333,130568801.83333331,278157501.1666667,219178758.66666663,269416772.6666667,11100540
