"동별","산업대분류별","구분별","항목","단위","2023 년",
"신월7동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","129",
"신월7동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","380",
"신월7동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","389",
"신월7동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","135",
"신월7동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","36",
"신월7동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"신월7동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","69",
"신월7동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","41",
"신월7동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","41",
"신월7동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"신월7동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","54",
"신월7동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","56",
"신월7동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","46",
"신월7동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","171",
"신정1동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1545",
"신정1동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","723",
"신정1동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","2809",
"신정1동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","3104",
"신정1동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정1동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정1동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","48",
"신정1동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"신정1동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정1동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","62",
"신정1동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","355",
"신정1동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","51",
"신정1동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","251",
"신정1동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","57",
"신정1동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","8",
"신정1동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","113",
"신정1동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","107",
"신정1동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","25",
"신정1동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"신정1동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","177",
"신정1동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","70",
"신정1동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","60",
"신정1동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","153",
"신정2동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1578",
"신정2동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","681",
"신정2동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","1741",
"신정2동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","2424",
"신정2동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정2동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정2동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","37",
"신정2동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"신정2동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정2동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","53",
"신정2동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","391",
"신정2동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","142",
"신정2동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","183",
"신정2동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","32",
"신정2동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","13",
"신정2동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","97",
"신정2동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","68",
"신정2동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","21",
"신정2동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"신정2동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","238",
"신정2동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","62",
"신정2동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","59",
"신정2동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","178",
"신정3동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3517",
"신정3동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","1090",
"신정3동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","5347",
"신정3동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","4519",
"신정3동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정3동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정3동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","74",
"신정3동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"신정3동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"신정3동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","259",
"신정3동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","702",
"신정3동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1283",
"신정3동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","173",
"신정3동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","98",
"신정3동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","10",
"신정3동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","150",
"신정3동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","100",
"신정3동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","71",
"신정3동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"신정3동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","194",
"신정3동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","111",
"신정3동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","79",
"신정3동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","207",
"신정6동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1044",
"신정6동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","498",
"신정6동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","2914",
"신정6동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","3806",
"신정6동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정6동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정6동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","18",
"신정6동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"신정6동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"신정6동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","30",
"신정6동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","251",
"신정6동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","62",
"신정6동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","72",
"신정6동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","28",
"신정6동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","9",
"신정6동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","84",
"신정6동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","70",
"신정6동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","14",
"신정6동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","7",
"신정6동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","256",
"신정6동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","29",
"신정6동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","27",
"신정6동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","84",
"신정7동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1747",
"신정7동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","629",
"신정7동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","4179",
"신정7동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","3250",
"신정7동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정7동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정7동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","41",
"신정7동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정7동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"신정7동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","136",
"신정7동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","434",
"신정7동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","327",
"신정7동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","144",
"신정7동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","46",
"신정7동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","9",
"신정7동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","77",
"신정7동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","54",
"신정7동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","21",
"신정7동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"신정7동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","180",
"신정7동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","72",
"신정7동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","58",
"신정7동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","143",
"목5동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2315",
"목5동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","1111",
"목5동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","4057",
"목5동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","6473",
"목5동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"목5동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"목5동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","35",
"목5동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","6",
"목5동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"목5동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","51",
"목5동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","558",
"목5동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","43",
"목5동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","179",
"목5동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","110",
"목5동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","29",
"목5동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","169",
"목5동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","137",
"목5동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","36",
"목5동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"목5동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","642",
"목5동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","71",
"목5동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","77",
"목5동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","167",
"신정4동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4643",
"신정4동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","1741",
"신정4동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","8749",
"신정4동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","8571",
"신정4동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"신정4동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"신정4동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","174",
"신정4동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"신정4동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"신정4동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","245",
"신정4동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1253",
"신정4동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","597",
"신정4동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","530",
"신정4동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","138",
"신정4동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","56",
"신정4동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","263",
"신정4동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","310",
"신정4동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","132",
"신정4동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"신정4동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","215",
"신정4동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","181",
"신정4동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","135",
"신정4동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","407",
"강서구","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","59969",
"강서구","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","20595",
"강서구","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","170598",
"강서구","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","136061",
"강서구","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"강서구","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"강서구","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1759",
"강서구","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","38",
"강서구","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","74",
"강서구","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3050",
"강서구","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","15972",
"강서구","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","9547",
"강서구","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","6795",
"강서구","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3012",
"강서구","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","555",
"강서구","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3566",
"강서구","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3355",
"강서구","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1529",
"강서구","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","61",
"강서구","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2707",
"강서구","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1784",
"강서구","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1532",
"강서구","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4630",
"염창동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3297",
"염창동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","1153",
"염창동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","9592",
"염창동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","6832",
"염창동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"염창동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"염창동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","99",
"염창동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","9",
"염창동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","5",
"염창동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","139",
"염창동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","871",
"염창동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","462",
"염창동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","254",
"염창동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","226",
"염창동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","37",
"염창동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","288",
"염창동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","188",
"염창동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","64",
"염창동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"염창동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","225",
"염창동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","99",
"염창동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","97",
"염창동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","232",
"등촌1동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3049",
"등촌1동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","1029",
"등촌1동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","11492",
"등촌1동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","8149",
"등촌1동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"등촌1동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"등촌1동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","98",
"등촌1동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"등촌1동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","2",
"등촌1동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","144",
"등촌1동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","866",
"등촌1동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","264",
"등촌1동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","346",
"등촌1동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","230",
"등촌1동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","25",
"등촌1동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","290",
"등촌1동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","246",
"등촌1동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","79",
"등촌1동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3",
"등촌1동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","86",
"등촌1동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","85",
"등촌1동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","72",
"등촌1동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","211",
"등촌2동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1250",
"등촌2동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","447",
"등촌2동","합계","남","사업체현황(산업대분류별/동별)(2017년 이후)","","1914",
"등촌2동","합계","여","사업체현황(산업대분류별/동별)(2017년 이후)","","2086",
"등촌2동","농업 임업 및 어업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"등촌2동","광업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"등촌2동","제조업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","37",
"등촌2동","전기 가스 증기 및 공기조절 공급업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","-",
"등촌2동","수도 하수 및 폐기물 처리 원료 재생업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","1",
"등촌2동","건설업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","73",
"등촌2동","도매 및 소매업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","389",
"등촌2동","운수 및 창고업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","174",
"등촌2동","숙박 및 음식점업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","115",
"등촌2동","정보통신업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","50",
"등촌2동","금융 및 보험업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","6",
"등촌2동","부동산업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","67",
"등촌2동","전문 과학 및 기술 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","59",
"등촌2동","사업시설 관리 사업 지원 및 임대 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","26",
"등촌2동","공공행정 국방 및 사회보장 행정","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","4",
"등촌2동","교육 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","74",
"등촌2동","보건업 및 사회복지 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","36",
"등촌2동","예술 스포츠 및 여가관련 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","31",
"등촌2동","협회 및 단체 수리 및 기타 개인 서비스업","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","108",
"등촌3동","합계","사업체수","사업체현황(산업대분류별/동별)(2017년 이후)","개","3463",
"등촌3동","합계","여성대표자","사업체현황(산업대분류별/동별)(2017년 이후)","","1248",
